date,mariage civil ,mariage symbolique ,mariage laique,mariage religieux ,isPartial
2018-01-07,48,0,24,0,False
2018-01-14,23,0,0,24,False
2018-01-21,72,0,48,0,False
2018-01-28,48,0,0,0,False
2018-02-04,61,0,0,0,False
2018-02-11,100,0,25,0,False
2018-02-18,75,0,25,25,False
2018-02-25,48,0,24,24,False
2018-03-04,48,0,24,24,False
2018-03-11,49,0,25,0,False
2018-03-18,37,0,24,24,False
2018-03-25,24,0,24,0,False
2018-04-01,26,0,26,0,False
2018-04-08,25,0,25,0,False
2018-04-15,53,0,0,0,False
2018-04-22,24,0,48,0,False
2018-04-29,46,0,0,0,False
2018-05-06,47,0,47,0,False
2018-05-13,0,0,0,37,False
2018-05-20,49,0,0,0,False
2018-05-27,24,0,0,0,False
2018-06-03,46,0,0,0,False
2018-06-10,0,0,22,0,False
2018-06-17,0,0,0,0,False
2018-06-24,24,0,0,24,False
2018-07-01,23,0,34,0,False
2018-07-08,58,0,0,23,False
2018-07-15,47,0,23,0,False
2018-07-22,23,0,23,23,False
2018-07-29,23,0,23,0,False
2018-08-05,22,0,22,22,False
2018-08-12,0,0,0,0,False
2018-08-19,34,0,0,23,False
2018-08-26,23,0,23,23,False
2018-09-02,47,0,23,0,False
2018-09-09,23,0,0,24,False
2018-09-16,36,0,48,0,False
2018-09-23,49,0,0,49,False
2018-09-30,25,0,0,0,False
2018-10-07,25,0,0,0,False
2018-10-14,25,0,50,0,False
2018-10-21,51,0,0,0,False
2018-10-28,24,0,24,24,False
2018-11-04,46,0,47,46,False
2018-11-11,24,0,24,0,False
2018-11-18,24,0,0,0,False
2018-11-25,48,0,24,0,False
2018-12-02,48,0,0,24,False
2018-12-09,24,0,0,0,False
2018-12-16,50,0,25,0,False
2018-12-23,0,0,0,27,False
2018-12-30,26,0,52,0,False
2019-01-06,0,0,0,24,False
2019-01-13,36,0,24,0,False
2019-01-20,47,0,0,47,False
2019-01-27,23,0,0,0,False
2019-02-03,36,0,0,0,False
2019-02-10,26,0,0,26,False
2019-02-17,26,0,0,0,False
2019-02-24,54,0,0,0,False
2019-03-03,37,0,24,24,False
2019-03-10,24,0,0,24,False
2019-03-17,50,0,25,0,False
2019-03-24,71,0,24,0,False
2019-03-31,21,0,21,0,False
2019-04-07,0,0,0,21,False
2019-04-14,44,0,43,0,False
2019-04-21,32,0,0,21,False
2019-04-28,40,0,0,0,False
2019-05-05,30,0,0,41,False
2019-05-12,41,0,20,20,False
2019-05-19,60,0,20,20,False
2019-05-26,21,0,21,20,False
2019-06-02,75,0,0,0,False
2019-06-09,20,0,19,20,False
2019-06-16,20,0,20,0,False
2019-06-23,20,0,20,20,False
2019-06-30,19,0,0,19,False
2019-07-07,19,0,19,0,False
2019-07-14,0,0,0,0,False
2019-07-21,81,0,61,0,False
2019-07-28,53,0,42,42,False
2019-08-04,40,0,20,20,False
2019-08-11,59,0,20,0,False
2019-08-18,52,0,0,31,False
2019-08-25,30,0,20,20,False
2019-09-01,40,0,40,0,False
2019-09-08,0,0,19,0,False
2019-09-15,37,0,37,0,False
2019-09-22,36,0,0,18,False
2019-09-29,0,0,0,0,False
2019-10-06,40,0,20,20,False
2019-10-13,59,0,20,0,False
2019-10-20,29,0,0,0,False
2019-10-27,19,0,0,0,False
2019-11-03,18,0,18,0,False
2019-11-10,38,0,0,0,False
2019-11-17,40,0,0,0,False
2019-11-24,19,0,19,0,False
2019-12-01,20,0,20,0,False
2019-12-08,29,0,19,0,False
2019-12-15,20,0,20,0,False
2019-12-22,21,0,0,21,False
2019-12-29,20,0,0,40,False
2020-01-05,19,0,0,0,False
2020-01-12,18,0,36,0,False
2020-01-19,18,0,0,18,False
2020-01-26,45,0,27,0,False
2020-02-02,19,0,0,19,False
2020-02-09,18,0,18,18,False
2020-02-16,37,0,37,0,False
2020-02-23,28,0,0,0,False
2020-03-01,18,0,0,18,False
2020-03-08,18,0,18,0,False
2020-03-15,25,0,0,17,False
2020-03-22,50,0,0,0,False
2020-03-29,16,0,16,16,False
2020-04-05,16,0,16,16,False
2020-04-12,24,0,16,0,False
2020-04-19,41,0,16,0,False
2020-04-26,23,0,0,0,False
2020-05-03,0,0,0,0,True
