date,la psychologie,isPartial
2018-01-07,39,False
2018-01-14,0,False
2018-01-21,99,False
2018-01-28,40,False
2018-02-04,39,False
2018-02-11,41,False
2018-02-18,41,False
2018-02-25,39,False
2018-03-04,40,False
2018-03-11,39,False
2018-03-18,0,False
2018-03-25,54,False
2018-04-01,41,False
2018-04-08,62,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,83,False
2018-05-13,100,False
2018-05-20,42,False
2018-05-27,40,False
2018-06-03,40,False
2018-06-10,59,False
2018-06-17,42,False
2018-06-24,41,False
2018-07-01,39,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,43,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,0,False
2018-09-09,43,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,42,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,40,False
2018-11-04,40,False
2018-11-11,41,False
2018-11-18,40,False
2018-11-25,40,False
2018-12-02,60,False
2018-12-09,81,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,42,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,39,False
2019-02-03,0,False
2019-02-10,80,False
2019-02-17,0,False
2019-02-24,41,False
2019-03-03,39,False
2019-03-10,0,False
2019-03-17,41,False
2019-03-24,0,False
2019-03-31,81,False
2019-04-07,40,False
2019-04-14,0,False
2019-04-21,40,False
2019-04-28,39,False
2019-05-05,39,False
2019-05-12,80,False
2019-05-19,40,False
2019-05-26,39,False
2019-06-02,56,False
2019-06-09,0,False
2019-06-16,40,False
2019-06-23,39,False
2019-06-30,39,False
2019-07-07,40,False
2019-07-14,41,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,42,False
2019-08-18,41,False
2019-08-25,0,False
2019-09-01,38,False
2019-09-08,39,False
2019-09-15,0,False
2019-09-22,37,False
2019-09-29,37,False
2019-10-06,37,False
2019-10-13,74,False
2019-10-20,0,False
2019-10-27,35,False
2019-11-03,53,False
2019-11-10,36,False
2019-11-17,36,False
2019-11-24,35,False
2019-12-01,36,False
2019-12-08,36,False
2019-12-15,48,False
2019-12-22,37,False
2019-12-29,0,False
2020-01-05,70,False
2020-01-12,34,False
2020-01-19,35,False
2020-01-26,34,False
2020-02-02,69,False
2020-02-09,34,False
2020-02-16,34,False
2020-02-23,34,False
2020-03-01,0,False
2020-03-08,33,False
2020-03-15,30,False
2020-03-22,28,False
2020-03-29,43,False
2020-04-05,29,False
2020-04-12,0,False
2020-04-19,30,False
2020-04-26,42,False
2020-05-03,28,False
2020-05-10,44,False
2020-05-17,0,True
