date,la psychologie,isPartial
2018-01-07,40,False
2018-01-14,15,False
2018-01-21,38,False
2018-01-28,30,False
2018-02-04,35,False
2018-02-11,15,False
2018-02-18,62,False
2018-02-25,0,False
2018-03-04,15,False
2018-03-11,29,False
2018-03-18,39,False
2018-03-25,29,False
2018-04-01,25,False
2018-04-08,15,False
2018-04-15,16,False
2018-04-22,15,False
2018-04-29,32,False
2018-05-06,21,False
2018-05-13,22,False
2018-05-20,23,False
2018-05-27,29,False
2018-06-03,30,False
2018-06-10,29,False
2018-06-17,15,False
2018-06-24,15,False
2018-07-01,15,False
2018-07-08,54,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,17,False
2018-08-05,61,False
2018-08-12,36,False
2018-08-19,17,False
2018-08-26,0,False
2018-09-02,42,False
2018-09-09,16,False
2018-09-16,15,False
2018-09-23,25,False
2018-09-30,15,False
2018-10-07,15,False
2018-10-14,23,False
2018-10-21,31,False
2018-10-28,15,False
2018-11-04,22,False
2018-11-11,30,False
2018-11-18,22,False
2018-11-25,29,False
2018-12-02,24,False
2018-12-09,45,False
2018-12-16,15,False
2018-12-23,23,False
2018-12-30,41,False
2019-01-06,22,False
2019-01-13,24,False
2019-01-20,21,False
2019-01-27,18,False
2019-02-03,14,False
2019-02-10,30,False
2019-02-17,23,False
2019-02-24,15,False
2019-03-03,14,False
2019-03-10,22,False
2019-03-17,25,False
2019-03-24,20,False
2019-03-31,14,False
2019-04-07,28,False
2019-04-14,31,False
2019-04-21,19,False
2019-04-28,25,False
2019-05-05,38,False
2019-05-12,22,False
2019-05-19,26,False
2019-05-26,19,False
2019-06-02,12,False
2019-06-09,18,False
2019-06-16,14,False
2019-06-23,18,False
2019-06-30,20,False
2019-07-07,14,False
2019-07-14,28,False
2019-07-21,14,False
2019-07-28,15,False
2019-08-04,15,False
2019-08-11,32,False
2019-08-18,25,False
2019-08-25,30,False
2019-09-01,35,False
2019-09-08,15,False
2019-09-15,58,False
2019-09-22,34,False
2019-09-29,0,False
2019-10-06,48,False
2019-10-13,20,False
2019-10-20,16,False
2019-10-27,24,False
2019-11-03,35,False
2019-11-10,12,False
2019-11-17,12,False
2019-11-24,19,False
2019-12-01,25,False
2019-12-08,17,False
2019-12-15,26,False
2019-12-22,0,False
2019-12-29,27,False
2020-01-05,20,False
2020-01-12,11,False
2020-01-19,15,False
2020-01-26,23,False
2020-02-02,19,False
2020-02-09,30,False
2020-02-16,16,False
2020-02-23,12,False
2020-03-01,16,False
2020-03-08,18,False
2020-03-15,17,False
2020-03-22,20,False
2020-03-29,17,False
2020-04-05,31,False
2020-04-12,17,False
2020-04-19,36,False
2020-04-26,19,False
2020-05-03,20,False
2020-05-10,58,False
2020-05-17,100,True
