date,la psychologie,isPartial
2018-01-07,37,False
2018-01-14,43,False
2018-01-21,29,False
2018-01-28,37,False
2018-02-04,54,False
2018-02-11,44,False
2018-02-18,30,False
2018-02-25,23,False
2018-03-04,58,False
2018-03-11,45,False
2018-03-18,33,False
2018-03-25,45,False
2018-04-01,54,False
2018-04-08,33,False
2018-04-15,25,False
2018-04-22,36,False
2018-04-29,52,False
2018-05-06,47,False
2018-05-13,60,False
2018-05-20,32,False
2018-05-27,45,False
2018-06-03,45,False
2018-06-10,42,False
2018-06-17,35,False
2018-06-24,35,False
2018-07-01,34,False
2018-07-08,24,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,25,False
2018-08-05,24,False
2018-08-12,25,False
2018-08-19,58,False
2018-08-26,71,False
2018-09-02,71,False
2018-09-09,71,False
2018-09-16,55,False
2018-09-23,63,False
2018-09-30,23,False
2018-10-07,46,False
2018-10-14,62,False
2018-10-21,32,False
2018-10-28,62,False
2018-11-04,45,False
2018-11-11,31,False
2018-11-18,38,False
2018-11-25,34,False
2018-12-02,52,False
2018-12-09,60,False
2018-12-16,78,False
2018-12-23,27,False
2018-12-30,100,False
2019-01-06,22,False
2019-01-13,30,False
2019-01-20,35,False
2019-01-27,21,False
2019-02-03,29,False
2019-02-10,33,False
2019-02-17,46,False
2019-02-24,47,False
2019-03-03,46,False
2019-03-10,68,False
2019-03-17,23,False
2019-03-24,45,False
2019-03-31,54,False
2019-04-07,45,False
2019-04-14,35,False
2019-04-21,32,False
2019-04-28,23,False
2019-05-05,67,False
2019-05-12,22,False
2019-05-19,50,False
2019-05-26,22,False
2019-06-02,32,False
2019-06-09,42,False
2019-06-16,43,False
2019-06-23,22,False
2019-06-30,22,False
2019-07-07,33,False
2019-07-14,34,False
2019-07-21,22,False
2019-07-28,23,False
2019-08-04,33,False
2019-08-11,20,False
2019-08-18,32,False
2019-08-25,0,False
2019-09-01,22,False
2019-09-08,40,False
2019-09-15,20,False
2019-09-22,30,False
2019-09-29,20,False
2019-10-06,45,False
2019-10-13,27,False
2019-10-20,55,False
2019-10-27,19,False
2019-11-03,20,False
2019-11-10,28,False
2019-11-17,47,False
2019-11-24,76,False
2019-12-01,39,False
2019-12-08,45,False
2019-12-15,43,False
2019-12-22,58,False
2019-12-29,37,False
2020-01-05,28,False
2020-01-12,60,False
2020-01-19,28,False
2020-01-26,17,False
2020-02-02,40,False
2020-02-09,35,False
2020-02-16,17,False
2020-02-23,43,False
2020-03-01,58,False
2020-03-08,16,False
2020-03-15,30,False
2020-03-22,29,False
2020-03-29,45,False
2020-04-05,25,False
2020-04-12,45,False
2020-04-19,43,False
2020-04-26,34,False
2020-05-03,38,False
2020-05-10,58,False
2020-05-17,75,True
