date,la psychologie,isPartial
2018-01-07,56,False
2018-01-14,69,False
2018-01-21,43,False
2018-01-28,0,False
2018-02-04,27,False
2018-02-11,28,False
2018-02-18,49,False
2018-02-25,27,False
2018-03-04,55,False
2018-03-11,28,False
2018-03-18,29,False
2018-03-25,42,False
2018-04-01,29,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,28,False
2018-04-29,30,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,30,False
2018-05-27,29,False
2018-06-03,30,False
2018-06-10,60,False
2018-06-17,33,False
2018-06-24,33,False
2018-07-01,42,False
2018-07-08,0,False
2018-07-15,44,False
2018-07-22,0,False
2018-07-29,32,False
2018-08-05,30,False
2018-08-12,47,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,33,False
2018-09-09,43,False
2018-09-16,0,False
2018-09-23,33,False
2018-09-30,100,False
2018-10-07,34,False
2018-10-14,34,False
2018-10-21,67,False
2018-10-28,32,False
2018-11-04,32,False
2018-11-11,33,False
2018-11-18,32,False
2018-11-25,63,False
2018-12-02,32,False
2018-12-09,49,False
2018-12-16,33,False
2018-12-23,0,False
2018-12-30,34,False
2019-01-06,32,False
2019-01-13,31,False
2019-01-20,31,False
2019-01-27,30,False
2019-02-03,31,False
2019-02-10,0,False
2019-02-17,67,False
2019-02-24,33,False
2019-03-03,31,False
2019-03-10,42,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,62,False
2019-04-07,33,False
2019-04-14,65,False
2019-04-21,31,False
2019-04-28,31,False
2019-05-05,31,False
2019-05-12,32,False
2019-05-19,32,False
2019-05-26,0,False
2019-06-02,30,False
2019-06-09,51,False
2019-06-16,0,False
2019-06-23,31,False
2019-06-30,61,False
2019-07-07,30,False
2019-07-14,30,False
2019-07-21,29,False
2019-07-28,60,False
2019-08-04,28,False
2019-08-11,28,False
2019-08-18,28,False
2019-08-25,28,False
2019-09-01,32,False
2019-09-08,28,False
2019-09-15,74,False
2019-09-22,0,False
2019-09-29,29,False
2019-10-06,44,False
2019-10-13,43,False
2019-10-20,28,False
2019-10-27,55,False
2019-11-03,42,False
2019-11-10,27,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,86,False
2019-12-08,56,False
2019-12-15,0,False
2019-12-22,31,False
2019-12-29,0,False
2020-01-05,42,False
2020-01-12,27,False
2020-01-19,0,False
2020-01-26,27,False
2020-02-02,28,False
2020-02-09,27,False
2020-02-16,40,False
2020-02-23,54,False
2020-03-01,27,False
2020-03-08,52,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,34,False
2020-04-05,45,False
2020-04-12,0,False
2020-04-19,34,False
2020-04-26,54,False
2020-05-03,33,False
2020-05-10,24,False
2020-05-17,60,True
