date,la psychologie,isPartial
2018-01-07,0,False
2018-01-14,39,False
2018-01-21,39,False
2018-01-28,79,False
2018-02-04,39,False
2018-02-11,0,False
2018-02-18,40,False
2018-02-25,40,False
2018-03-04,41,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,100,False
2018-04-01,0,False
2018-04-08,39,False
2018-04-15,0,False
2018-04-22,39,False
2018-04-29,0,False
2018-05-06,41,False
2018-05-13,41,False
2018-05-20,41,False
2018-05-27,40,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,41,False
2018-06-24,61,False
2018-07-01,39,False
2018-07-08,40,False
2018-07-15,42,False
2018-07-22,41,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,79,False
2018-08-19,40,False
2018-08-26,0,False
2018-09-02,61,False
2018-09-09,61,False
2018-09-16,0,False
2018-09-23,41,False
2018-09-30,40,False
2018-10-07,0,False
2018-10-14,63,False
2018-10-21,40,False
2018-10-28,59,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,39,False
2018-11-25,79,False
2018-12-02,40,False
2018-12-09,61,False
2018-12-16,0,False
2018-12-23,43,False
2018-12-30,0,False
2019-01-06,40,False
2019-01-13,0,False
2019-01-20,78,False
2019-01-27,77,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,0,False
2019-02-24,79,False
2019-03-03,77,False
2019-03-10,0,False
2019-03-17,61,False
2019-03-24,0,False
2019-03-31,41,False
2019-04-07,43,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,75,False
2019-05-12,41,False
2019-05-19,39,False
2019-05-26,38,False
2019-06-02,36,False
2019-06-09,0,False
2019-06-16,39,False
2019-06-23,0,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,38,False
2019-07-21,39,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,38,False
2019-08-25,37,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,36,False
2019-09-29,36,False
2019-10-06,73,False
2019-10-13,55,False
2019-10-20,0,False
2019-10-27,34,False
2019-11-03,35,False
2019-11-10,0,False
2019-11-17,35,False
2019-11-24,34,False
2019-12-01,70,False
2019-12-08,35,False
2019-12-15,73,False
2019-12-22,56,False
2019-12-29,0,False
2020-01-05,70,False
2020-01-12,34,False
2020-01-19,72,False
2020-01-26,52,False
2020-02-02,52,False
2020-02-09,33,False
2020-02-16,34,False
2020-02-23,0,False
2020-03-01,33,False
2020-03-08,43,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,42,False
2020-04-05,28,False
2020-04-12,29,False
2020-04-19,0,False
2020-04-26,40,False
2020-05-03,81,False
2020-05-10,29,False
2020-05-17,0,True
