date,la psychologie,isPartial
2018-01-07,85,False
2018-01-14,47,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,47,False
2018-02-11,37,False
2018-02-18,99,False
2018-02-25,28,False
2018-03-04,48,False
2018-03-11,43,False
2018-03-18,77,False
2018-03-25,67,False
2018-04-01,29,False
2018-04-08,29,False
2018-04-15,49,False
2018-04-22,28,False
2018-04-29,30,False
2018-05-06,60,False
2018-05-13,59,False
2018-05-20,30,False
2018-05-27,48,False
2018-06-03,38,False
2018-06-10,37,False
2018-06-17,59,False
2018-06-24,30,False
2018-07-01,28,False
2018-07-08,59,False
2018-07-15,30,False
2018-07-22,29,False
2018-07-29,58,False
2018-08-05,0,False
2018-08-12,47,False
2018-08-19,43,False
2018-08-26,57,False
2018-09-02,44,False
2018-09-09,58,False
2018-09-16,29,False
2018-09-23,30,False
2018-09-30,29,False
2018-10-07,29,False
2018-10-14,62,False
2018-10-21,45,False
2018-10-28,68,False
2018-11-04,42,False
2018-11-11,77,False
2018-11-18,57,False
2018-11-25,38,False
2018-12-02,57,False
2018-12-09,59,False
2018-12-16,44,False
2018-12-23,32,False
2018-12-30,62,False
2019-01-06,43,False
2019-01-13,57,False
2019-01-20,56,False
2019-01-27,46,False
2019-02-03,28,False
2019-02-10,45,False
2019-02-17,30,False
2019-02-24,58,False
2019-03-03,55,False
2019-03-10,48,False
2019-03-17,30,False
2019-03-24,50,False
2019-03-31,29,False
2019-04-07,100,False
2019-04-14,30,False
2019-04-21,42,False
2019-04-28,27,False
2019-05-05,68,False
2019-05-12,43,False
2019-05-19,29,False
2019-05-26,42,False
2019-06-02,35,False
2019-06-09,67,False
2019-06-16,70,False
2019-06-23,0,False
2019-06-30,48,False
2019-07-07,56,False
2019-07-14,55,False
2019-07-21,42,False
2019-07-28,41,False
2019-08-04,79,False
2019-08-11,25,False
2019-08-18,28,False
2019-08-25,26,False
2019-09-01,53,False
2019-09-08,27,False
2019-09-15,53,False
2019-09-22,64,False
2019-09-29,26,False
2019-10-06,35,False
2019-10-13,65,False
2019-10-20,26,False
2019-10-27,36,False
2019-11-03,42,False
2019-11-10,50,False
2019-11-17,76,False
2019-11-24,32,False
2019-12-01,62,False
2019-12-08,37,False
2019-12-15,50,False
2019-12-22,54,False
2019-12-29,39,False
2020-01-05,56,False
2020-01-12,48,False
2020-01-19,41,False
2020-01-26,36,False
2020-02-02,37,False
2020-02-09,24,False
2020-02-16,40,False
2020-02-23,0,False
2020-03-01,53,False
2020-03-08,45,False
2020-03-15,47,False
2020-03-22,49,False
2020-03-29,33,False
2020-04-05,59,False
2020-04-12,41,False
2020-04-19,30,False
2020-04-26,47,False
2020-05-03,38,False
2020-05-10,21,False
2020-05-17,0,True
