date,la psychologie,isPartial
2018-01-07,25,False
2018-01-14,26,False
2018-01-21,0,False
2018-01-28,50,False
2018-02-04,48,False
2018-02-11,25,False
2018-02-18,26,False
2018-02-25,0,False
2018-03-04,26,False
2018-03-11,52,False
2018-03-18,26,False
2018-03-25,52,False
2018-04-01,51,False
2018-04-08,26,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,27,False
2018-05-06,27,False
2018-05-13,39,False
2018-05-20,26,False
2018-05-27,26,False
2018-06-03,0,False
2018-06-10,25,False
2018-06-17,26,False
2018-06-24,0,False
2018-07-01,26,False
2018-07-08,27,False
2018-07-15,0,False
2018-07-22,30,False
2018-07-29,44,False
2018-08-05,30,False
2018-08-12,31,False
2018-08-19,29,False
2018-08-26,28,False
2018-09-02,28,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,28,False
2018-09-30,27,False
2018-10-07,0,False
2018-10-14,56,False
2018-10-21,55,False
2018-10-28,27,False
2018-11-04,52,False
2018-11-11,26,False
2018-11-18,39,False
2018-11-25,26,False
2018-12-02,65,False
2018-12-09,35,False
2018-12-16,41,False
2018-12-23,0,False
2018-12-30,28,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,49,False
2019-01-27,24,False
2019-02-03,26,False
2019-02-10,55,False
2019-02-17,37,False
2019-02-24,26,False
2019-03-03,0,False
2019-03-10,52,False
2019-03-17,54,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,41,False
2019-04-14,57,False
2019-04-21,26,False
2019-04-28,100,False
2019-05-05,0,False
2019-05-12,27,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,24,False
2019-06-09,25,False
2019-06-16,26,False
2019-06-23,39,False
2019-06-30,27,False
2019-07-07,27,False
2019-07-14,28,False
2019-07-21,0,False
2019-07-28,29,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,29,False
2019-08-25,26,False
2019-09-01,77,False
2019-09-08,0,False
2019-09-15,26,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,24,False
2019-10-20,36,False
2019-10-27,0,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,34,False
2019-12-08,34,False
2019-12-15,31,False
2019-12-22,49,False
2019-12-29,36,False
2020-01-05,0,False
2020-01-12,32,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,0,False
2020-02-09,22,False
2020-02-16,23,False
2020-02-23,22,False
2020-03-01,42,False
2020-03-08,0,False
2020-03-15,19,False
2020-03-22,18,False
2020-03-29,63,False
2020-04-05,28,False
2020-04-12,19,False
2020-04-19,25,False
2020-04-26,26,False
2020-05-03,35,False
2020-05-10,56,False
2020-05-17,92,True
