date,piscine enterrée,isPartial
2018-01-07,0,False
2018-01-14,20,False
2018-01-21,20,False
2018-01-28,0,False
2018-02-04,40,False
2018-02-11,20,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,40,False
2018-04-01,21,False
2018-04-08,20,False
2018-04-15,32,False
2018-04-22,21,False
2018-04-29,32,False
2018-05-06,21,False
2018-05-13,60,False
2018-05-20,34,False
2018-05-27,26,False
2018-06-03,20,False
2018-06-10,39,False
2018-06-17,40,False
2018-06-24,40,False
2018-07-01,51,False
2018-07-08,57,False
2018-07-15,30,False
2018-07-22,22,False
2018-07-29,98,False
2018-08-05,85,False
2018-08-12,46,False
2018-08-19,29,False
2018-08-26,53,False
2018-09-02,21,False
2018-09-09,35,False
2018-09-16,31,False
2018-09-23,21,False
2018-09-30,20,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,0,False
2018-11-04,41,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,17,False
2018-12-23,0,False
2018-12-30,17,False
2019-01-06,17,False
2019-01-13,17,False
2019-01-20,17,False
2019-01-27,0,False
2019-02-03,26,False
2019-02-10,0,False
2019-02-17,20,False
2019-02-24,25,False
2019-03-03,17,False
2019-03-10,23,False
2019-03-17,18,False
2019-03-24,30,False
2019-03-31,27,False
2019-04-07,18,False
2019-04-14,26,False
2019-04-21,36,False
2019-04-28,17,False
2019-05-05,23,False
2019-05-12,35,False
2019-05-19,52,False
2019-05-26,18,False
2019-06-02,38,False
2019-06-09,18,False
2019-06-16,24,False
2019-06-23,100,False
2019-06-30,46,False
2019-07-07,43,False
2019-07-14,36,False
2019-07-21,33,False
2019-07-28,40,False
2019-08-04,35,False
2019-08-11,31,False
2019-08-18,31,False
2019-08-25,30,False
2019-09-01,22,False
2019-09-08,17,False
2019-09-15,51,False
2019-09-22,0,False
2019-09-29,16,False
2019-10-06,16,False
2019-10-13,0,False
2019-10-20,33,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,16,False
2019-11-17,0,False
2019-11-24,15,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,16,False
2019-12-22,16,False
2019-12-29,15,False
2020-01-05,15,False
2020-01-12,15,False
2020-01-19,16,False
2020-01-26,15,False
2020-02-02,15,False
2020-02-09,25,False
2020-02-16,47,False
2020-02-23,30,False
2020-03-01,14,False
2020-03-08,46,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,43,False
2020-04-05,73,False
2020-04-12,49,False
2020-04-19,34,False
2020-04-26,41,False
2020-05-03,37,False
2020-05-10,36,False
2020-05-17,83,True
