date,piscine enterrée,isPartial
2018-01-07,14,False
2018-01-14,20,False
2018-01-21,14,False
2018-01-28,23,False
2018-02-04,14,False
2018-02-11,15,False
2018-02-18,19,False
2018-02-25,21,False
2018-03-04,35,False
2018-03-11,19,False
2018-03-18,28,False
2018-03-25,14,False
2018-04-01,67,False
2018-04-08,29,False
2018-04-15,36,False
2018-04-22,42,False
2018-04-29,13,False
2018-05-06,21,False
2018-05-13,19,False
2018-05-20,38,False
2018-05-27,14,False
2018-06-03,27,False
2018-06-10,21,False
2018-06-17,63,False
2018-06-24,51,False
2018-07-01,46,False
2018-07-08,76,False
2018-07-15,45,False
2018-07-22,73,False
2018-07-29,75,False
2018-08-05,42,False
2018-08-12,33,False
2018-08-19,53,False
2018-08-26,13,False
2018-09-02,41,False
2018-09-09,21,False
2018-09-16,41,False
2018-09-23,28,False
2018-09-30,28,False
2018-10-07,15,False
2018-10-14,21,False
2018-10-21,15,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,14,False
2018-12-02,0,False
2018-12-09,14,False
2018-12-16,14,False
2018-12-23,32,False
2018-12-30,45,False
2019-01-06,14,False
2019-01-13,21,False
2019-01-20,20,False
2019-01-27,26,False
2019-02-03,41,False
2019-02-10,15,False
2019-02-17,23,False
2019-02-24,62,False
2019-03-03,19,False
2019-03-10,23,False
2019-03-17,36,False
2019-03-24,23,False
2019-03-31,16,False
2019-04-07,42,False
2019-04-14,25,False
2019-04-21,33,False
2019-04-28,29,False
2019-05-05,35,False
2019-05-12,24,False
2019-05-19,31,False
2019-05-26,44,False
2019-06-02,50,False
2019-06-09,22,False
2019-06-16,54,False
2019-06-23,77,False
2019-06-30,48,False
2019-07-07,44,False
2019-07-14,52,False
2019-07-21,67,False
2019-07-28,24,False
2019-08-04,27,False
2019-08-11,27,False
2019-08-18,32,False
2019-08-25,34,False
2019-09-01,23,False
2019-09-08,45,False
2019-09-15,21,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,27,False
2019-10-13,11,False
2019-10-20,23,False
2019-10-27,18,False
2019-11-03,21,False
2019-11-10,16,False
2019-11-17,12,False
2019-11-24,0,False
2019-12-01,11,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,12,False
2019-12-29,35,False
2020-01-05,21,False
2020-01-12,21,False
2020-01-19,37,False
2020-01-26,16,False
2020-02-02,29,False
2020-02-09,32,False
2020-02-16,14,False
2020-02-23,18,False
2020-03-01,26,False
2020-03-08,36,False
2020-03-15,20,False
2020-03-22,45,False
2020-03-29,32,False
2020-04-05,38,False
2020-04-12,47,False
2020-04-19,41,False
2020-04-26,36,False
2020-05-03,87,False
2020-05-10,41,False
2020-05-17,100,True
