date,Piscine enterrée,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,30,False
2018-02-18,30,False
2018-02-25,30,False
2018-03-04,0,False
2018-03-11,30,False
2018-03-18,91,False
2018-03-25,0,False
2018-04-01,30,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,60,False
2018-04-29,65,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,89,False
2018-06-17,63,False
2018-06-24,62,False
2018-07-01,71,False
2018-07-08,32,False
2018-07-15,52,False
2018-07-22,35,False
2018-07-29,68,False
2018-08-05,46,False
2018-08-12,71,False
2018-08-19,35,False
2018-08-26,0,False
2018-09-02,32,False
2018-09-09,32,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,0,False
2018-10-07,32,False
2018-10-14,0,False
2018-10-21,32,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,32,False
2019-02-24,30,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,31,False
2019-04-07,0,False
2019-04-14,33,False
2019-04-21,30,False
2019-04-28,29,False
2019-05-05,29,False
2019-05-12,45,False
2019-05-19,30,False
2019-05-26,30,False
2019-06-02,56,False
2019-06-09,28,False
2019-06-16,61,False
2019-06-23,30,False
2019-06-30,46,False
2019-07-07,31,False
2019-07-14,65,False
2019-07-21,33,False
2019-07-28,100,False
2019-08-04,51,False
2019-08-11,33,False
2019-08-18,34,False
2019-08-25,71,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,0,False
2019-09-22,53,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,27,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,0,False
2020-01-19,0,False
2020-01-26,26,False
2020-02-02,26,False
2020-02-09,26,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,25,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,43,False
2020-03-29,35,False
2020-04-05,29,False
2020-04-12,44,False
2020-04-19,55,False
2020-04-26,34,False
2020-05-03,20,False
2020-05-10,29,False
2020-05-17,82,True
