date,piscine enterrée,isPartial
2018-01-07,24,False
2018-01-14,34,False
2018-01-21,17,False
2018-01-28,18,False
2018-02-04,26,False
2018-02-11,17,False
2018-02-18,18,False
2018-02-25,54,False
2018-03-04,17,False
2018-03-11,17,False
2018-03-18,35,False
2018-03-25,18,False
2018-04-01,37,False
2018-04-08,23,False
2018-04-15,29,False
2018-04-22,75,False
2018-04-29,27,False
2018-05-06,25,False
2018-05-13,0,False
2018-05-20,19,False
2018-05-27,24,False
2018-06-03,54,False
2018-06-10,17,False
2018-06-17,31,False
2018-06-24,50,False
2018-07-01,45,False
2018-07-08,66,False
2018-07-15,19,False
2018-07-22,46,False
2018-07-29,98,False
2018-08-05,39,False
2018-08-12,60,False
2018-08-19,40,False
2018-08-26,29,False
2018-09-02,37,False
2018-09-09,37,False
2018-09-16,37,False
2018-09-23,56,False
2018-09-30,18,False
2018-10-07,18,False
2018-10-14,19,False
2018-10-21,29,False
2018-10-28,0,False
2018-11-04,18,False
2018-11-11,18,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,21,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,17,False
2019-01-27,25,False
2019-02-03,0,False
2019-02-10,18,False
2019-02-17,27,False
2019-02-24,19,False
2019-03-03,18,False
2019-03-10,18,False
2019-03-17,64,False
2019-03-24,53,False
2019-03-31,17,False
2019-04-07,18,False
2019-04-14,38,False
2019-04-21,17,False
2019-04-28,56,False
2019-05-05,17,False
2019-05-12,29,False
2019-05-19,34,False
2019-05-26,35,False
2019-06-02,39,False
2019-06-09,28,False
2019-06-16,45,False
2019-06-23,92,False
2019-06-30,82,False
2019-07-07,29,False
2019-07-14,24,False
2019-07-21,58,False
2019-07-28,18,False
2019-08-04,58,False
2019-08-11,32,False
2019-08-18,17,False
2019-08-25,47,False
2019-09-01,40,False
2019-09-08,16,False
2019-09-15,21,False
2019-09-22,32,False
2019-09-29,39,False
2019-10-06,0,False
2019-10-13,14,False
2019-10-20,15,False
2019-10-27,15,False
2019-11-03,16,False
2019-11-10,15,False
2019-11-17,14,False
2019-11-24,0,False
2019-12-01,13,False
2019-12-08,13,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,15,False
2020-01-05,27,False
2020-01-12,13,False
2020-01-19,13,False
2020-01-26,26,False
2020-02-02,48,False
2020-02-09,42,False
2020-02-16,21,False
2020-02-23,26,False
2020-03-01,37,False
2020-03-08,13,False
2020-03-15,12,False
2020-03-22,18,False
2020-03-29,18,False
2020-04-05,44,False
2020-04-12,60,False
2020-04-19,41,False
2020-04-26,27,False
2020-05-03,72,False
2020-05-10,46,False
2020-05-17,100,True
