date,Piscine enterrée,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,24,False
2018-02-11,0,False
2018-02-18,25,False
2018-02-25,23,False
2018-03-04,24,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,25,False
2018-04-01,26,False
2018-04-08,39,False
2018-04-15,28,False
2018-04-22,51,False
2018-04-29,38,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,26,False
2018-05-27,100,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,52,False
2018-06-24,52,False
2018-07-01,37,False
2018-07-08,35,False
2018-07-15,27,False
2018-07-22,56,False
2018-07-29,71,False
2018-08-05,67,False
2018-08-12,86,False
2018-08-19,45,False
2018-08-26,26,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,27,False
2018-09-30,27,False
2018-10-07,26,False
2018-10-14,27,False
2018-10-21,0,False
2018-10-28,25,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,25,False
2018-11-25,25,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,52,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,25,False
2019-02-17,26,False
2019-02-24,25,False
2019-03-03,37,False
2019-03-10,0,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,0,False
2019-04-07,25,False
2019-04-14,53,False
2019-04-21,64,False
2019-04-28,24,False
2019-05-05,36,False
2019-05-12,25,False
2019-05-19,50,False
2019-05-26,38,False
2019-06-02,41,False
2019-06-09,24,False
2019-06-16,51,False
2019-06-23,77,False
2019-06-30,67,False
2019-07-07,38,False
2019-07-14,35,False
2019-07-21,27,False
2019-07-28,41,False
2019-08-04,56,False
2019-08-11,27,False
2019-08-18,26,False
2019-08-25,25,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,25,False
2019-09-22,24,False
2019-09-29,23,False
2019-10-06,24,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,45,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,23,False
2019-12-22,23,False
2019-12-29,46,False
2020-01-05,22,False
2020-01-12,42,False
2020-01-19,22,False
2020-01-26,21,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,21,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,17,False
2020-03-29,26,False
2020-04-05,41,False
2020-04-12,42,False
2020-04-19,72,False
2020-04-26,25,False
2020-05-03,34,False
2020-05-10,36,False
2020-05-17,86,True
