date,vestiti da cerimonia,isPartial
2018-01-07,15,False
2018-01-14,25,False
2018-01-21,30,False
2018-01-28,20,False
2018-02-04,30,False
2018-02-11,15,False
2018-02-18,26,False
2018-02-25,64,False
2018-03-04,21,False
2018-03-11,38,False
2018-03-18,27,False
2018-03-25,35,False
2018-04-01,24,False
2018-04-08,37,False
2018-04-15,54,False
2018-04-22,40,False
2018-04-29,39,False
2018-05-06,33,False
2018-05-13,16,False
2018-05-20,33,False
2018-05-27,23,False
2018-06-03,45,False
2018-06-10,40,False
2018-06-17,26,False
2018-06-24,48,False
2018-07-01,38,False
2018-07-08,21,False
2018-07-15,33,False
2018-07-22,16,False
2018-07-29,62,False
2018-08-05,20,False
2018-08-12,15,False
2018-08-19,38,False
2018-08-26,20,False
2018-09-02,26,False
2018-09-09,21,False
2018-09-16,15,False
2018-09-23,20,False
2018-09-30,10,False
2018-10-07,11,False
2018-10-14,11,False
2018-10-21,16,False
2018-10-28,0,False
2018-11-04,11,False
2018-11-11,17,False
2018-11-18,0,False
2018-11-25,11,False
2018-12-02,0,False
2018-12-09,23,False
2018-12-16,47,False
2018-12-23,12,False
2018-12-30,11,False
2019-01-06,10,False
2019-01-13,21,False
2019-01-20,10,False
2019-01-27,41,False
2019-02-03,15,False
2019-02-10,30,False
2019-02-17,15,False
2019-02-24,20,False
2019-03-03,49,False
2019-03-10,46,False
2019-03-17,42,False
2019-03-24,47,False
2019-03-31,35,False
2019-04-07,100,False
2019-04-14,21,False
2019-04-21,34,False
2019-04-28,16,False
2019-05-05,41,False
2019-05-12,35,False
2019-05-19,41,False
2019-05-26,34,False
2019-06-02,36,False
2019-06-09,43,False
2019-06-16,33,False
2019-06-23,32,False
2019-06-30,33,False
2019-07-07,32,False
2019-07-14,36,False
2019-07-21,22,False
2019-07-28,11,False
2019-08-04,15,False
2019-08-11,16,False
2019-08-18,20,False
2019-08-25,19,False
2019-09-01,0,False
2019-09-08,15,False
2019-09-15,24,False
2019-09-22,30,False
2019-09-29,30,False
2019-10-06,20,False
2019-10-13,15,False
2019-10-20,19,False
2019-10-27,20,False
2019-11-03,0,False
2019-11-10,10,False
2019-11-17,10,False
2019-11-24,0,False
2019-12-01,21,False
2019-12-08,10,False
2019-12-15,0,False
2019-12-22,23,False
2019-12-29,22,False
2020-01-05,20,False
2020-01-12,39,False
2020-01-19,34,False
2020-01-26,29,False
2020-02-02,33,False
2020-02-09,20,False
2020-02-16,25,False
2020-02-23,0,False
2020-03-01,23,False
2020-03-08,17,False
2020-03-15,8,False
2020-03-22,8,False
2020-03-29,8,False
2020-04-05,0,False
2020-04-12,17,False
2020-04-19,16,False
2020-04-26,0,True
