date,vestiti da cerimonia,isPartial
2018-01-07,30,False
2018-01-14,30,False
2018-01-21,0,False
2018-01-28,100,False
2018-02-04,19,False
2018-02-11,38,False
2018-02-18,94,False
2018-02-25,48,False
2018-03-04,58,False
2018-03-11,60,False
2018-03-18,69,False
2018-03-25,41,False
2018-04-01,55,False
2018-04-08,21,False
2018-04-15,31,False
2018-04-22,63,False
2018-04-29,21,False
2018-05-06,51,False
2018-05-13,41,False
2018-05-20,51,False
2018-05-27,22,False
2018-06-03,63,False
2018-06-10,39,False
2018-06-17,88,False
2018-06-24,69,False
2018-07-01,62,False
2018-07-08,58,False
2018-07-15,40,False
2018-07-22,18,False
2018-07-29,36,False
2018-08-05,34,False
2018-08-12,14,False
2018-08-19,49,False
2018-08-26,59,False
2018-09-02,0,False
2018-09-09,21,False
2018-09-16,22,False
2018-09-23,21,False
2018-09-30,20,False
2018-10-07,43,False
2018-10-14,21,False
2018-10-21,21,False
2018-10-28,0,False
2018-11-04,20,False
2018-11-11,0,False
2018-11-18,21,False
2018-11-25,21,False
2018-12-02,33,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,32,False
2019-01-06,41,False
2019-01-13,42,False
2019-01-20,68,False
2019-01-27,60,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,40,False
2019-03-03,64,False
2019-03-10,20,False
2019-03-17,32,False
2019-03-24,21,False
2019-03-31,31,False
2019-04-07,52,False
2019-04-14,0,False
2019-04-21,32,False
2019-04-28,84,False
2019-05-05,31,False
2019-05-12,51,False
2019-05-19,31,False
2019-05-26,29,False
2019-06-02,32,False
2019-06-09,22,False
2019-06-16,21,False
2019-06-23,73,False
2019-06-30,32,False
2019-07-07,41,False
2019-07-14,39,False
2019-07-21,60,False
2019-07-28,19,False
2019-08-04,17,False
2019-08-11,25,False
2019-08-18,17,False
2019-08-25,25,False
2019-09-01,28,False
2019-09-08,21,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,32,False
2019-10-06,21,False
2019-10-13,44,False
2019-10-20,21,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,63,False
2019-11-17,21,False
2019-11-24,0,False
2019-12-01,22,False
2019-12-08,21,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,42,False
2020-01-05,40,False
2020-01-12,47,False
2020-01-19,59,False
2020-01-26,47,False
2020-02-02,19,False
2020-02-09,79,False
2020-02-16,48,False
2020-02-23,18,False
2020-03-01,27,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,16,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,27,True
