date,vestiti da cerimonia,isPartial
2018-01-07,43,False
2018-01-14,34,False
2018-01-21,43,False
2018-01-28,66,False
2018-02-04,100,False
2018-02-11,35,False
2018-02-18,79,False
2018-02-25,51,False
2018-03-04,27,False
2018-03-11,88,False
2018-03-18,91,False
2018-03-25,74,False
2018-04-01,68,False
2018-04-08,56,False
2018-04-15,19,False
2018-04-22,29,False
2018-04-29,66,False
2018-05-06,55,False
2018-05-13,54,False
2018-05-20,91,False
2018-05-27,18,False
2018-06-03,55,False
2018-06-10,27,False
2018-06-17,82,False
2018-06-24,37,False
2018-07-01,18,False
2018-07-08,54,False
2018-07-15,46,False
2018-07-22,28,False
2018-07-29,46,False
2018-08-05,19,False
2018-08-12,51,False
2018-08-19,37,False
2018-08-26,43,False
2018-09-02,26,False
2018-09-09,18,False
2018-09-16,36,False
2018-09-23,27,False
2018-09-30,18,False
2018-10-07,76,False
2018-10-14,28,False
2018-10-21,0,False
2018-10-28,17,False
2018-11-04,35,False
2018-11-11,28,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,77,False
2018-12-09,38,False
2018-12-16,20,False
2018-12-23,44,False
2018-12-30,29,False
2019-01-06,36,False
2019-01-13,53,False
2019-01-20,25,False
2019-01-27,33,False
2019-02-03,67,False
2019-02-10,34,False
2019-02-17,35,False
2019-02-24,77,False
2019-03-03,79,False
2019-03-10,61,False
2019-03-17,71,False
2019-03-24,98,False
2019-03-31,60,False
2019-04-07,78,False
2019-04-14,36,False
2019-04-21,72,False
2019-04-28,84,False
2019-05-05,74,False
2019-05-12,41,False
2019-05-19,90,False
2019-05-26,56,False
2019-06-02,61,False
2019-06-09,52,False
2019-06-16,35,False
2019-06-23,62,False
2019-06-30,26,False
2019-07-07,26,False
2019-07-14,64,False
2019-07-21,18,False
2019-07-28,36,False
2019-08-04,38,False
2019-08-11,52,False
2019-08-18,28,False
2019-08-25,17,False
2019-09-01,48,False
2019-09-08,26,False
2019-09-15,34,False
2019-09-22,51,False
2019-09-29,66,False
2019-10-06,17,False
2019-10-13,17,False
2019-10-20,16,False
2019-10-27,32,False
2019-11-03,16,False
2019-11-10,24,False
2019-11-17,32,False
2019-11-24,16,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,17,False
2019-12-22,19,False
2019-12-29,18,False
2020-01-05,16,False
2020-01-12,15,False
2020-01-19,23,False
2020-01-26,60,False
2020-02-02,91,False
2020-02-09,39,False
2020-02-16,54,False
2020-02-23,22,False
2020-03-01,57,False
2020-03-08,35,False
2020-03-15,28,False
2020-03-22,13,False
2020-03-29,20,False
2020-04-05,14,False
2020-04-12,14,False
2020-04-19,27,False
2020-04-26,23,True
