date,vestiti da cerimonia,isPartial
2018-01-07,49,False
2018-01-14,49,False
2018-01-21,69,False
2018-01-28,39,False
2018-02-04,76,False
2018-02-11,39,False
2018-02-18,65,False
2018-02-25,63,False
2018-03-04,19,False
2018-03-11,39,False
2018-03-18,19,False
2018-03-25,41,False
2018-04-01,62,False
2018-04-08,60,False
2018-04-15,80,False
2018-04-22,0,False
2018-04-29,61,False
2018-05-06,60,False
2018-05-13,100,False
2018-05-20,20,False
2018-05-27,51,False
2018-06-03,61,False
2018-06-10,56,False
2018-06-17,76,False
2018-06-24,57,False
2018-07-01,29,False
2018-07-08,67,False
2018-07-15,78,False
2018-07-22,38,False
2018-07-29,19,False
2018-08-05,55,False
2018-08-12,34,False
2018-08-19,33,False
2018-08-26,34,False
2018-09-02,18,False
2018-09-09,39,False
2018-09-16,19,False
2018-09-23,39,False
2018-09-30,19,False
2018-10-07,31,False
2018-10-14,41,False
2018-10-21,20,False
2018-10-28,20,False
2018-11-04,20,False
2018-11-11,40,False
2018-11-18,20,False
2018-11-25,0,False
2018-12-02,21,False
2018-12-09,20,False
2018-12-16,20,False
2018-12-23,22,False
2018-12-30,0,False
2019-01-06,38,False
2019-01-13,38,False
2019-01-20,35,False
2019-01-27,27,False
2019-02-03,52,False
2019-02-10,97,False
2019-02-17,28,False
2019-02-24,72,False
2019-03-03,29,False
2019-03-10,63,False
2019-03-17,85,False
2019-03-24,37,False
2019-03-31,37,False
2019-04-07,36,False
2019-04-14,57,False
2019-04-21,57,False
2019-04-28,79,False
2019-05-05,36,False
2019-05-12,35,False
2019-05-19,62,False
2019-05-26,68,False
2019-06-02,74,False
2019-06-09,76,False
2019-06-16,28,False
2019-06-23,19,False
2019-06-30,28,False
2019-07-07,17,False
2019-07-14,44,False
2019-07-21,55,False
2019-07-28,53,False
2019-08-04,18,False
2019-08-11,54,False
2019-08-18,17,False
2019-08-25,35,False
2019-09-01,33,False
2019-09-08,50,False
2019-09-15,75,False
2019-09-22,42,False
2019-09-29,17,False
2019-10-06,35,False
2019-10-13,0,False
2019-10-20,17,False
2019-10-27,0,False
2019-11-03,33,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,26,False
2019-12-15,0,False
2019-12-22,18,False
2019-12-29,35,False
2020-01-05,58,False
2020-01-12,88,False
2020-01-19,41,False
2020-01-26,48,False
2020-02-02,46,False
2020-02-09,32,False
2020-02-16,24,False
2020-02-23,39,False
2020-03-01,15,False
2020-03-08,35,False
2020-03-15,14,False
2020-03-22,13,False
2020-03-29,13,False
2020-04-05,0,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,0,True
