date,Wand malen,isPartial
2018-01-07,32,False
2018-01-14,47,False
2018-01-21,36,False
2018-01-28,24,False
2018-02-04,37,False
2018-02-11,25,False
2018-02-18,41,False
2018-02-25,25,False
2018-03-04,33,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,27,False
2018-04-01,27,False
2018-04-08,0,False
2018-04-15,26,False
2018-04-22,25,False
2018-04-29,26,False
2018-05-06,26,False
2018-05-13,25,False
2018-05-20,26,False
2018-05-27,26,False
2018-06-03,25,False
2018-06-10,47,False
2018-06-17,24,False
2018-06-24,72,False
2018-07-01,35,False
2018-07-08,47,False
2018-07-15,47,False
2018-07-22,48,False
2018-07-29,25,False
2018-08-05,25,False
2018-08-12,26,False
2018-08-19,27,False
2018-08-26,53,False
2018-09-02,52,False
2018-09-09,25,False
2018-09-16,50,False
2018-09-23,42,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,49,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,24,False
2018-11-18,46,False
2018-11-25,24,False
2018-12-02,46,False
2018-12-09,0,False
2018-12-16,25,False
2018-12-23,29,False
2018-12-30,0,False
2019-01-06,30,False
2019-01-13,22,False
2019-01-20,22,False
2019-01-27,22,False
2019-02-03,37,False
2019-02-10,23,False
2019-02-17,23,False
2019-02-24,23,False
2019-03-03,39,False
2019-03-10,45,False
2019-03-17,48,False
2019-03-24,32,False
2019-03-31,24,False
2019-04-07,24,False
2019-04-14,26,False
2019-04-21,25,False
2019-04-28,23,False
2019-05-05,45,False
2019-05-12,23,False
2019-05-19,45,False
2019-05-26,48,False
2019-06-02,71,False
2019-06-09,0,False
2019-06-16,49,False
2019-06-23,24,False
2019-06-30,39,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,24,False
2019-07-28,24,False
2019-08-04,100,False
2019-08-11,25,False
2019-08-18,25,False
2019-08-25,25,False
2019-09-01,39,False
2019-09-08,0,False
2019-09-15,24,False
2019-09-22,34,False
2019-09-29,23,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,44,False
2019-10-27,22,False
2019-11-03,21,False
2019-11-10,0,False
2019-11-17,36,False
2019-11-24,21,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,68,False
2019-12-22,0,False
2019-12-29,47,False
2020-01-05,35,False
2020-01-12,21,False
2020-01-19,42,False
2020-01-26,52,False
2020-02-02,21,False
2020-02-09,20,False
2020-02-16,21,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,26,False
2020-03-15,65,False
2020-03-22,0,False
2020-03-29,38,False
2020-04-05,31,False
2020-04-12,20,False
2020-04-19,26,False
2020-04-26,47,False
2020-05-03,38,False
2020-05-10,38,False
2020-05-17,0,True
