date,parler anglais,isPartial
2018-01-07,37,False
2018-01-14,100,False
2018-01-21,54,False
2018-01-28,44,False
2018-02-04,29,False
2018-02-11,22,False
2018-02-18,37,False
2018-02-25,31,False
2018-03-04,32,False
2018-03-11,65,False
2018-03-18,81,False
2018-03-25,37,False
2018-04-01,34,False
2018-04-08,38,False
2018-04-15,25,False
2018-04-22,35,False
2018-04-29,45,False
2018-05-06,24,False
2018-05-13,45,False
2018-05-20,35,False
2018-05-27,38,False
2018-06-03,30,False
2018-06-10,55,False
2018-06-17,23,False
2018-06-24,23,False
2018-07-01,30,False
2018-07-08,23,False
2018-07-15,24,False
2018-07-22,57,False
2018-07-29,49,False
2018-08-05,50,False
2018-08-12,64,False
2018-08-19,66,False
2018-08-26,46,False
2018-09-02,47,False
2018-09-09,47,False
2018-09-16,47,False
2018-09-23,47,False
2018-09-30,38,False
2018-10-07,23,False
2018-10-14,55,False
2018-10-21,36,False
2018-10-28,35,False
2018-11-04,0,False
2018-11-11,38,False
2018-11-18,22,False
2018-11-25,45,False
2018-12-02,22,False
2018-12-09,38,False
2018-12-16,38,False
2018-12-23,42,False
2018-12-30,47,False
2019-01-06,36,False
2019-01-13,81,False
2019-01-20,32,False
2019-01-27,42,False
2019-02-03,22,False
2019-02-10,33,False
2019-02-17,46,False
2019-02-24,29,False
2019-03-03,21,False
2019-03-10,22,False
2019-03-17,34,False
2019-03-24,29,False
2019-03-31,28,False
2019-04-07,42,False
2019-04-14,22,False
2019-04-21,32,False
2019-04-28,32,False
2019-05-05,20,False
2019-05-12,52,False
2019-05-19,31,False
2019-05-26,22,False
2019-06-02,21,False
2019-06-09,20,False
2019-06-16,64,False
2019-06-23,28,False
2019-06-30,21,False
2019-07-07,21,False
2019-07-14,21,False
2019-07-21,65,False
2019-07-28,22,False
2019-08-04,45,False
2019-08-11,24,False
2019-08-18,36,False
2019-08-25,56,False
2019-09-01,51,False
2019-09-08,27,False
2019-09-15,20,False
2019-09-22,20,False
2019-09-29,27,False
2019-10-06,48,False
2019-10-13,41,False
2019-10-20,30,False
2019-10-27,39,False
2019-11-03,38,False
2019-11-10,77,False
2019-11-17,38,False
2019-11-24,19,False
2019-12-01,38,False
2019-12-08,19,False
2019-12-15,48,False
2019-12-22,31,False
2019-12-29,27,False
2020-01-05,57,False
2020-01-12,25,False
2020-01-19,38,False
2020-01-26,54,False
2020-02-02,18,False
2020-02-09,24,False
2020-02-16,35,False
2020-02-23,18,False
2020-03-01,35,False
2020-03-08,41,False
2020-03-15,33,False
2020-03-22,33,False
2020-03-29,44,False
2020-04-05,50,False
2020-04-12,33,False
2020-04-19,34,False
2020-04-26,21,False
2020-05-03,56,False
2020-05-10,41,False
2020-05-17,21,True
