date,parler anglais,isPartial
2018-01-07,38,False
2018-01-14,37,False
2018-01-21,0,False
2018-01-28,0,False
2018-02-04,37,False
2018-02-11,38,False
2018-02-18,38,False
2018-02-25,0,False
2018-03-04,38,False
2018-03-11,38,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,38,False
2018-04-08,77,False
2018-04-15,0,False
2018-04-22,75,False
2018-04-29,40,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,40,False
2018-05-27,0,False
2018-06-03,37,False
2018-06-10,0,False
2018-06-17,39,False
2018-06-24,0,False
2018-07-01,37,False
2018-07-08,39,False
2018-07-15,0,False
2018-07-22,39,False
2018-07-29,77,False
2018-08-05,37,False
2018-08-12,0,False
2018-08-19,0,False
2018-08-26,37,False
2018-09-02,58,False
2018-09-09,65,False
2018-09-16,50,False
2018-09-23,39,False
2018-09-30,39,False
2018-10-07,0,False
2018-10-14,100,False
2018-10-21,39,False
2018-10-28,38,False
2018-11-04,37,False
2018-11-11,0,False
2018-11-18,38,False
2018-11-25,38,False
2018-12-02,37,False
2018-12-09,39,False
2018-12-16,0,False
2018-12-23,43,False
2018-12-30,41,False
2019-01-06,38,False
2019-01-13,38,False
2019-01-20,37,False
2019-01-27,0,False
2019-02-03,56,False
2019-02-10,60,False
2019-02-17,65,False
2019-02-24,38,False
2019-03-03,73,False
2019-03-10,0,False
2019-03-17,79,False
2019-03-24,40,False
2019-03-31,39,False
2019-04-07,79,False
2019-04-14,39,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,37,False
2019-05-12,77,False
2019-05-19,57,False
2019-05-26,37,False
2019-06-02,0,False
2019-06-09,36,False
2019-06-16,38,False
2019-06-23,0,False
2019-06-30,37,False
2019-07-07,0,False
2019-07-14,37,False
2019-07-21,37,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,34,False
2019-08-18,36,False
2019-08-25,35,False
2019-09-01,36,False
2019-09-08,36,False
2019-09-15,35,False
2019-09-22,51,False
2019-09-29,34,False
2019-10-06,46,False
2019-10-13,35,False
2019-10-20,34,False
2019-10-27,43,False
2019-11-03,33,False
2019-11-10,33,False
2019-11-17,56,False
2019-11-24,43,False
2019-12-01,33,False
2019-12-08,0,False
2019-12-15,49,False
2019-12-22,54,False
2019-12-29,34,False
2020-01-05,43,False
2020-01-12,31,False
2020-01-19,33,False
2020-01-26,63,False
2020-02-02,48,False
2020-02-09,0,False
2020-02-16,32,False
2020-02-23,63,False
2020-03-01,61,False
2020-03-08,30,False
2020-03-15,40,False
2020-03-22,61,False
2020-03-29,26,False
2020-04-05,26,False
2020-04-12,54,False
2020-04-19,53,False
2020-04-26,37,False
2020-05-03,38,False
2020-05-10,28,False
2020-05-17,0,True
