date,parler anglais,isPartial
2018-01-07,35,False
2018-01-14,34,False
2018-01-21,51,False
2018-01-28,35,False
2018-02-04,71,False
2018-02-11,36,False
2018-02-18,0,False
2018-02-25,35,False
2018-03-04,35,False
2018-03-11,53,False
2018-03-18,53,False
2018-03-25,35,False
2018-04-01,55,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,100,False
2018-05-06,34,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,51,False
2018-06-03,34,False
2018-06-10,32,False
2018-06-17,35,False
2018-06-24,69,False
2018-07-01,0,False
2018-07-08,34,False
2018-07-15,34,False
2018-07-22,34,False
2018-07-29,66,False
2018-08-05,31,False
2018-08-12,32,False
2018-08-19,33,False
2018-08-26,33,False
2018-09-02,34,False
2018-09-09,51,False
2018-09-16,34,False
2018-09-23,35,False
2018-09-30,0,False
2018-10-07,73,False
2018-10-14,35,False
2018-10-21,55,False
2018-10-28,35,False
2018-11-04,0,False
2018-11-11,35,False
2018-11-18,34,False
2018-11-25,34,False
2018-12-02,35,False
2018-12-09,35,False
2018-12-16,0,False
2018-12-23,40,False
2018-12-30,76,False
2019-01-06,35,False
2019-01-13,52,False
2019-01-20,34,False
2019-01-27,33,False
2019-02-03,52,False
2019-02-10,37,False
2019-02-17,37,False
2019-02-24,39,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,36,False
2019-03-24,34,False
2019-03-31,31,False
2019-04-07,30,False
2019-04-14,32,False
2019-04-21,0,False
2019-04-28,38,False
2019-05-05,0,False
2019-05-12,29,False
2019-05-19,29,False
2019-05-26,60,False
2019-06-02,27,False
2019-06-09,42,False
2019-06-16,0,False
2019-06-23,29,False
2019-06-30,28,False
2019-07-07,27,False
2019-07-14,27,False
2019-07-21,73,False
2019-07-28,0,False
2019-08-04,29,False
2019-08-11,28,False
2019-08-18,30,False
2019-08-25,42,False
2019-09-01,29,False
2019-09-08,0,False
2019-09-15,27,False
2019-09-22,26,False
2019-09-29,26,False
2019-10-06,29,False
2019-10-13,29,False
2019-10-20,57,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,27,False
2019-11-17,29,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,56,False
2019-12-15,0,False
2019-12-22,61,False
2019-12-29,29,False
2020-01-05,36,False
2020-01-12,65,False
2020-01-19,27,False
2020-01-26,39,False
2020-02-02,53,False
2020-02-09,53,False
2020-02-16,0,False
2020-02-23,26,False
2020-03-01,26,False
2020-03-08,0,False
2020-03-15,24,False
2020-03-22,48,False
2020-03-29,24,False
2020-04-05,47,False
2020-04-12,0,False
2020-04-19,23,False
2020-04-26,0,False
2020-05-03,23,False
2020-05-10,47,False
2020-05-17,30,True
