date,parler anglais,isPartial
2018-01-07,25,False
2018-01-14,25,False
2018-01-21,100,False
2018-01-28,26,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,35,False
2018-02-25,24,False
2018-03-04,24,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,25,False
2018-04-01,77,False
2018-04-08,24,False
2018-04-15,27,False
2018-04-22,39,False
2018-04-29,24,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,52,False
2018-05-27,25,False
2018-06-03,25,False
2018-06-10,24,False
2018-06-17,26,False
2018-06-24,25,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,22,False
2018-08-12,23,False
2018-08-19,24,False
2018-08-26,48,False
2018-09-02,25,False
2018-09-09,0,False
2018-09-16,26,False
2018-09-23,52,False
2018-09-30,52,False
2018-10-07,26,False
2018-10-14,39,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,38,False
2018-11-11,25,False
2018-11-18,33,False
2018-11-25,26,False
2018-12-02,26,False
2018-12-09,27,False
2018-12-16,0,False
2018-12-23,30,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,25,False
2019-01-27,25,False
2019-02-03,26,False
2019-02-10,26,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,36,False
2019-03-10,27,False
2019-03-17,27,False
2019-03-24,0,False
2019-03-31,52,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,37,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,0,False
2019-06-02,24,False
2019-06-09,24,False
2019-06-16,25,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,0,False
2019-07-28,22,False
2019-08-04,43,False
2019-08-11,32,False
2019-08-18,20,False
2019-08-25,0,False
2019-09-01,23,False
2019-09-08,23,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,35,False
2019-10-06,24,False
2019-10-13,0,False
2019-10-20,22,False
2019-10-27,23,False
2019-11-03,0,False
2019-11-10,46,False
2019-11-17,34,False
2019-11-24,30,False
2019-12-01,23,False
2019-12-08,45,False
2019-12-15,23,False
2019-12-22,26,False
2019-12-29,24,False
2020-01-05,22,False
2020-01-12,43,False
2020-01-19,21,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,23,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,51,False
2020-03-08,41,False
2020-03-15,25,False
2020-03-22,18,False
2020-03-29,36,False
2020-04-05,37,False
2020-04-12,18,False
2020-04-19,35,False
2020-04-26,26,False
2020-05-03,0,False
2020-05-10,18,False
2020-05-17,23,True
