date,Gerüstbau,isPartial
2018-01-07,15,False
2018-01-14,65,False
2018-01-21,15,False
2018-01-28,29,False
2018-02-04,23,False
2018-02-11,44,False
2018-02-18,43,False
2018-02-25,22,False
2018-03-04,36,False
2018-03-11,22,False
2018-03-18,44,False
2018-03-25,23,False
2018-04-01,32,False
2018-04-08,31,False
2018-04-15,63,False
2018-04-22,63,False
2018-04-29,24,False
2018-05-06,48,False
2018-05-13,38,False
2018-05-20,55,False
2018-05-27,64,False
2018-06-03,76,False
2018-06-10,52,False
2018-06-17,45,False
2018-06-24,52,False
2018-07-01,45,False
2018-07-08,45,False
2018-07-15,32,False
2018-07-22,47,False
2018-07-29,56,False
2018-08-05,31,False
2018-08-12,49,False
2018-08-19,39,False
2018-08-26,15,False
2018-09-02,31,False
2018-09-09,69,False
2018-09-16,46,False
2018-09-23,100,False
2018-09-30,45,False
2018-10-07,46,False
2018-10-14,38,False
2018-10-21,31,False
2018-10-28,31,False
2018-11-04,22,False
2018-11-11,45,False
2018-11-18,29,False
2018-11-25,66,False
2018-12-02,0,False
2018-12-09,44,False
2018-12-16,15,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,48,False
2019-01-20,41,False
2019-01-27,42,False
2019-02-03,64,False
2019-02-10,42,False
2019-02-17,14,False
2019-02-24,21,False
2019-03-03,42,False
2019-03-10,41,False
2019-03-17,57,False
2019-03-24,14,False
2019-03-31,22,False
2019-04-07,73,False
2019-04-14,55,False
2019-04-21,46,False
2019-04-28,22,False
2019-05-05,42,False
2019-05-12,49,False
2019-05-19,49,False
2019-05-26,35,False
2019-06-02,37,False
2019-06-09,15,False
2019-06-16,22,False
2019-06-23,60,False
2019-06-30,15,False
2019-07-07,86,False
2019-07-14,31,False
2019-07-21,16,False
2019-07-28,53,False
2019-08-04,47,False
2019-08-11,30,False
2019-08-18,29,False
2019-08-25,43,False
2019-09-01,69,False
2019-09-08,36,False
2019-09-15,28,False
2019-09-22,28,False
2019-09-29,27,False
2019-10-06,34,False
2019-10-13,34,False
2019-10-20,27,False
2019-10-27,55,False
2019-11-03,53,False
2019-11-10,20,False
2019-11-17,33,False
2019-11-24,46,False
2019-12-01,34,False
2019-12-08,20,False
2019-12-15,34,False
2019-12-22,30,False
2019-12-29,14,False
2020-01-05,26,False
2020-01-12,18,False
2020-01-19,50,False
2020-01-26,18,False
2020-02-02,49,False
2020-02-09,19,False
2020-02-16,37,False
2020-02-23,47,False
2020-03-01,48,False
2020-03-08,23,False
2020-03-15,18,False
2020-03-22,28,False
2020-03-29,58,False
2020-04-05,38,False
2020-04-12,49,False
2020-04-19,48,False
2020-04-26,18,False
2020-05-03,25,False
2020-05-10,48,False
2020-05-17,32,False
2020-05-24,24,False
2020-05-31,43,False
2020-06-07,25,False
2020-06-14,30,False
2020-06-21,74,False
2020-06-28,37,False
2020-07-05,52,False
