date,Gerüstbau,isPartial
2018-01-07,39,False
2018-01-14,52,False
2018-01-21,43,False
2018-01-28,51,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,0,False
2018-03-04,44,False
2018-03-11,54,False
2018-03-18,0,False
2018-03-25,29,False
2018-04-01,28,False
2018-04-08,41,False
2018-04-15,100,False
2018-04-22,41,False
2018-04-29,47,False
2018-05-06,28,False
2018-05-13,45,False
2018-05-20,69,False
2018-05-27,27,False
2018-06-03,27,False
2018-06-10,64,False
2018-06-17,54,False
2018-06-24,47,False
2018-07-01,27,False
2018-07-08,82,False
2018-07-15,28,False
2018-07-22,28,False
2018-07-29,27,False
2018-08-05,54,False
2018-08-12,41,False
2018-08-19,54,False
2018-08-26,54,False
2018-09-02,41,False
2018-09-09,41,False
2018-09-16,41,False
2018-09-23,55,False
2018-09-30,48,False
2018-10-07,28,False
2018-10-14,27,False
2018-10-21,27,False
2018-10-28,26,False
2018-11-04,51,False
2018-11-11,26,False
2018-11-18,38,False
2018-11-25,39,False
2018-12-02,26,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,27,False
2019-01-06,49,False
2019-01-13,0,False
2019-01-20,37,False
2019-01-27,49,False
2019-02-03,25,False
2019-02-10,51,False
2019-02-17,26,False
2019-02-24,45,False
2019-03-03,0,False
2019-03-10,25,False
2019-03-17,53,False
2019-03-24,26,False
2019-03-31,26,False
2019-04-07,38,False
2019-04-14,0,False
2019-04-21,79,False
2019-04-28,43,False
2019-05-05,61,False
2019-05-12,26,False
2019-05-19,25,False
2019-05-26,51,False
2019-06-02,51,False
2019-06-09,25,False
2019-06-16,35,False
2019-06-23,70,False
2019-06-30,79,False
2019-07-07,52,False
2019-07-14,26,False
2019-07-21,37,False
2019-07-28,27,False
2019-08-04,65,False
2019-08-11,37,False
2019-08-18,0,False
2019-08-25,38,False
2019-09-01,25,False
2019-09-08,26,False
2019-09-15,52,False
2019-09-22,24,False
2019-09-29,25,False
2019-10-06,25,False
2019-10-13,32,False
2019-10-20,0,False
2019-10-27,23,False
2019-11-03,31,False
2019-11-10,35,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,23,False
2019-12-15,24,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,22,False
2020-01-12,21,False
2020-01-19,33,False
2020-01-26,22,False
2020-02-02,22,False
2020-02-09,21,False
2020-02-16,23,False
2020-02-23,43,False
2020-03-01,32,False
2020-03-08,20,False
2020-03-15,19,False
2020-03-22,19,False
2020-03-29,25,False
2020-04-05,0,False
2020-04-12,20,False
2020-04-19,20,False
2020-04-26,28,False
2020-05-03,45,False
2020-05-10,39,False
