date,Gerüstbau,isPartial
2018-01-07,37,False
2018-01-14,40,False
2018-01-21,36,False
2018-01-28,33,False
2018-02-04,42,False
2018-02-11,32,False
2018-02-18,29,False
2018-02-25,31,False
2018-03-04,46,False
2018-03-11,25,False
2018-03-18,59,False
2018-03-25,66,False
2018-04-01,36,False
2018-04-08,22,False
2018-04-15,44,False
2018-04-22,38,False
2018-04-29,39,False
2018-05-06,31,False
2018-05-13,55,False
2018-05-20,48,False
2018-05-27,26,False
2018-06-03,30,False
2018-06-10,37,False
2018-06-17,47,False
2018-06-24,48,False
2018-07-01,71,False
2018-07-08,65,False
2018-07-15,49,False
2018-07-22,48,False
2018-07-29,59,False
2018-08-05,25,False
2018-08-12,56,False
2018-08-19,25,False
2018-08-26,51,False
2018-09-02,38,False
2018-09-09,34,False
2018-09-16,30,False
2018-09-23,43,False
2018-09-30,27,False
2018-10-07,40,False
2018-10-14,34,False
2018-10-21,25,False
2018-10-28,31,False
2018-11-04,30,False
2018-11-11,33,False
2018-11-18,24,False
2018-11-25,16,False
2018-12-02,36,False
2018-12-09,29,False
2018-12-16,17,False
2018-12-23,22,False
2018-12-30,37,False
2019-01-06,23,False
2019-01-13,35,False
2019-01-20,17,False
2019-01-27,12,False
2019-02-03,31,False
2019-02-10,16,False
2019-02-17,40,False
2019-02-24,44,False
2019-03-03,24,False
2019-03-10,23,False
2019-03-17,37,False
2019-03-24,33,False
2019-03-31,41,False
2019-04-07,72,False
2019-04-14,46,False
2019-04-21,42,False
2019-04-28,36,False
2019-05-05,43,False
2019-05-12,44,False
2019-05-19,55,False
2019-05-26,20,False
2019-06-02,36,False
2019-06-09,32,False
2019-06-16,29,False
2019-06-23,61,False
2019-06-30,25,False
2019-07-07,49,False
2019-07-14,34,False
2019-07-21,48,False
2019-07-28,60,False
2019-08-04,53,False
2019-08-11,54,False
2019-08-18,32,False
2019-08-25,36,False
2019-09-01,43,False
2019-09-08,100,False
2019-09-15,18,False
2019-09-22,35,False
2019-09-29,36,False
2019-10-06,50,False
2019-10-13,53,False
2019-10-20,37,False
2019-10-27,37,False
2019-11-03,25,False
2019-11-10,37,False
2019-11-17,25,False
2019-11-24,47,False
2019-12-01,37,False
2019-12-08,61,False
2019-12-15,23,False
2019-12-22,24,False
2019-12-29,17,False
2020-01-05,28,False
2020-01-12,38,False
2020-01-19,39,False
2020-01-26,24,False
2020-02-02,35,False
2020-02-09,54,False
2020-02-16,38,False
2020-02-23,27,False
2020-03-01,48,False
2020-03-08,38,False
2020-03-15,12,False
2020-03-22,21,False
2020-03-29,44,False
2020-04-05,36,False
2020-04-12,40,False
2020-04-19,40,False
2020-04-26,30,False
2020-05-03,27,False
2020-05-10,34,False
