date,Gerüstbau,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,51,False
2018-01-28,26,False
2018-02-04,27,False
2018-02-11,39,False
2018-02-18,52,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,29,False
2018-04-08,26,False
2018-04-15,51,False
2018-04-22,25,False
2018-04-29,0,False
2018-05-06,55,False
2018-05-13,26,False
2018-05-20,27,False
2018-05-27,0,False
2018-06-03,26,False
2018-06-10,76,False
2018-06-17,51,False
2018-06-24,0,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,31,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,58,False
2018-08-26,28,False
2018-09-02,27,False
2018-09-09,80,False
2018-09-16,53,False
2018-09-23,27,False
2018-09-30,26,False
2018-10-07,49,False
2018-10-14,25,False
2018-10-21,25,False
2018-10-28,0,False
2018-11-04,50,False
2018-11-11,24,False
2018-11-18,46,False
2018-11-25,35,False
2018-12-02,36,False
2018-12-09,0,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,26,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,25,False
2019-02-03,27,False
2019-02-10,51,False
2019-02-17,25,False
2019-02-24,0,False
2019-03-03,100,False
2019-03-10,0,False
2019-03-17,39,False
2019-03-24,0,False
2019-03-31,39,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,26,False
2019-05-05,0,False
2019-05-12,25,False
2019-05-19,49,False
2019-05-26,26,False
2019-06-02,26,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,26,False
2019-06-30,54,False
2019-07-07,28,False
2019-07-14,29,False
2019-07-21,0,False
2019-07-28,30,False
2019-08-04,61,False
2019-08-11,61,False
2019-08-18,43,False
2019-08-25,55,False
2019-09-01,26,False
2019-09-08,53,False
2019-09-15,50,False
2019-09-22,24,False
2019-09-29,24,False
2019-10-06,24,False
2019-10-13,23,False
2019-10-20,23,False
2019-10-27,48,False
2019-11-03,34,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,22,False
2019-12-01,45,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,30,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,22,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,24,False
2020-02-09,23,False
2020-02-16,23,False
2020-02-23,32,False
2020-03-01,43,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,24,False
2020-04-26,0,False
2020-05-03,23,False
2020-05-10,91,False
2020-05-17,24,False
2020-05-24,0,False
2020-05-31,23,False
2020-06-07,23,False
2020-06-14,44,False
2020-06-21,45,False
2020-06-28,23,False
2020-07-05,24,False
