date,Gerüstbau,isPartial
2018-01-07,29,False
2018-01-14,0,False
2018-01-21,28,False
2018-01-28,28,False
2018-02-04,29,False
2018-02-11,43,False
2018-02-18,0,False
2018-02-25,85,False
2018-03-04,0,False
2018-03-11,42,False
2018-03-18,29,False
2018-03-25,31,False
2018-04-01,0,False
2018-04-08,42,False
2018-04-15,38,False
2018-04-22,0,False
2018-04-29,30,False
2018-05-06,31,False
2018-05-13,48,False
2018-05-20,31,False
2018-05-27,28,False
2018-06-03,29,False
2018-06-10,0,False
2018-06-17,28,False
2018-06-24,29,False
2018-07-01,31,False
2018-07-08,0,False
2018-07-15,48,False
2018-07-22,32,False
2018-07-29,31,False
2018-08-05,0,False
2018-08-12,28,False
2018-08-19,39,False
2018-08-26,29,False
2018-09-02,29,False
2018-09-09,44,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,0,False
2018-10-07,60,False
2018-10-14,28,False
2018-10-21,28,False
2018-10-28,0,False
2018-11-04,27,False
2018-11-11,42,False
2018-11-18,40,False
2018-11-25,28,False
2018-12-02,28,False
2018-12-09,43,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,27,False
2019-01-20,27,False
2019-01-27,28,False
2019-02-03,0,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,29,False
2019-03-03,27,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,43,False
2019-04-07,30,False
2019-04-14,43,False
2019-04-21,61,False
2019-04-28,29,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,28,False
2019-05-26,29,False
2019-06-02,0,False
2019-06-09,29,False
2019-06-16,28,False
2019-06-23,58,False
2019-06-30,54,False
2019-07-07,30,False
2019-07-14,31,False
2019-07-21,0,False
2019-07-28,32,False
2019-08-04,30,False
2019-08-11,27,False
2019-08-18,0,False
2019-08-25,28,False
2019-09-01,26,False
2019-09-08,27,False
2019-09-15,28,False
2019-09-22,27,False
2019-09-29,28,False
2019-10-06,28,False
2019-10-13,27,False
2019-10-20,0,False
2019-10-27,44,False
2019-11-03,26,False
2019-11-10,25,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,52,False
2019-12-08,0,False
2019-12-15,27,False
2019-12-22,0,False
2019-12-29,30,False
2020-01-05,25,False
2020-01-12,0,False
2020-01-19,76,False
2020-01-26,50,False
2020-02-02,0,False
2020-02-09,25,False
2020-02-16,38,False
2020-02-23,100,False
2020-03-01,25,False
2020-03-08,48,False
2020-03-15,0,False
2020-03-22,47,False
2020-03-29,23,False
2020-04-05,26,False
2020-04-12,25,False
2020-04-19,48,False
2020-04-26,0,False
2020-05-03,22,False
2020-05-10,22,False
