date,maison à rénover,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,31,False
2018-02-11,31,False
2018-02-18,32,False
2018-02-25,0,False
2018-03-04,30,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,30,False
2018-04-01,32,False
2018-04-08,0,False
2018-04-15,33,False
2018-04-22,30,False
2018-04-29,29,False
2018-05-06,30,False
2018-05-13,0,False
2018-05-20,31,False
2018-05-27,44,False
2018-06-03,0,False
2018-06-10,28,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,29,False
2018-07-15,29,False
2018-07-22,0,False
2018-07-29,29,False
2018-08-05,27,False
2018-08-12,28,False
2018-08-19,0,False
2018-08-26,29,False
2018-09-02,44,False
2018-09-09,29,False
2018-09-16,45,False
2018-09-23,91,False
2018-09-30,30,False
2018-10-07,63,False
2018-10-14,0,False
2018-10-21,64,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,0,False
2018-11-18,40,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,31,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,29,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,64,False
2019-02-24,100,False
2019-03-03,45,False
2019-03-10,0,False
2019-03-17,31,False
2019-03-24,30,False
2019-03-31,53,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,25,False
2019-05-05,25,False
2019-05-12,0,False
2019-05-19,25,False
2019-05-26,26,False
2019-06-02,23,False
2019-06-09,0,False
2019-06-16,25,False
2019-06-23,25,False
2019-06-30,24,False
2019-07-07,24,False
2019-07-14,24,False
2019-07-21,25,False
2019-07-28,26,False
2019-08-04,0,False
2019-08-11,25,False
2019-08-18,52,False
2019-08-25,49,False
2019-09-01,25,False
2019-09-08,24,False
2019-09-15,35,False
2019-09-22,23,False
2019-09-29,23,False
2019-10-06,25,False
2019-10-13,24,False
2019-10-20,25,False
2019-10-27,24,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,0,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,0,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,23,False
2020-01-19,23,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,23,False
2020-02-16,69,False
2020-02-23,23,False
2020-03-01,0,False
2020-03-08,22,False
2020-03-15,0,False
2020-03-22,31,False
2020-03-29,41,False
2020-04-05,20,False
2020-04-12,20,False
2020-04-19,31,False
2020-04-26,39,False
2020-05-03,20,False
2020-05-10,31,False
2020-05-17,0,True
