date,maison à rénover,isPartial
2018-01-07,73,False
2018-01-14,24,False
2018-01-21,48,False
2018-01-28,25,False
2018-02-04,24,False
2018-02-11,25,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,38,False
2018-03-11,25,False
2018-03-18,51,False
2018-03-25,25,False
2018-04-01,61,False
2018-04-08,25,False
2018-04-15,27,False
2018-04-22,39,False
2018-04-29,26,False
2018-05-06,27,False
2018-05-13,33,False
2018-05-20,64,False
2018-05-27,40,False
2018-06-03,60,False
2018-06-10,59,False
2018-06-17,24,False
2018-06-24,0,False
2018-07-01,72,False
2018-07-08,38,False
2018-07-15,56,False
2018-07-22,28,False
2018-07-29,59,False
2018-08-05,46,False
2018-08-12,32,False
2018-08-19,60,False
2018-08-26,36,False
2018-09-02,50,False
2018-09-09,61,False
2018-09-16,41,False
2018-09-23,0,False
2018-09-30,49,False
2018-10-07,40,False
2018-10-14,47,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,49,False
2018-11-11,70,False
2018-11-18,24,False
2018-11-25,25,False
2018-12-02,49,False
2018-12-09,25,False
2018-12-16,25,False
2018-12-23,0,False
2018-12-30,57,False
2019-01-06,25,False
2019-01-13,100,False
2019-01-20,24,False
2019-01-27,24,False
2019-02-03,46,False
2019-02-10,25,False
2019-02-17,24,False
2019-02-24,38,False
2019-03-03,25,False
2019-03-10,41,False
2019-03-17,25,False
2019-03-24,0,False
2019-03-31,25,False
2019-04-07,26,False
2019-04-14,53,False
2019-04-21,28,False
2019-04-28,55,False
2019-05-05,41,False
2019-05-12,39,False
2019-05-19,26,False
2019-05-26,26,False
2019-06-02,35,False
2019-06-09,51,False
2019-06-16,52,False
2019-06-23,26,False
2019-06-30,39,False
2019-07-07,53,False
2019-07-14,42,False
2019-07-21,45,False
2019-07-28,63,False
2019-08-04,33,False
2019-08-11,86,False
2019-08-18,33,False
2019-08-25,29,False
2019-09-01,25,False
2019-09-08,25,False
2019-09-15,37,False
2019-09-22,24,False
2019-09-29,96,False
2019-10-06,25,False
2019-10-13,50,False
2019-10-20,51,False
2019-10-27,52,False
2019-11-03,48,False
2019-11-10,41,False
2019-11-17,33,False
2019-11-24,36,False
2019-12-01,35,False
2019-12-08,35,False
2019-12-15,25,False
2019-12-22,44,False
2019-12-29,46,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,24,False
2020-01-26,47,False
2020-02-02,48,False
2020-02-09,24,False
2020-02-16,50,False
2020-02-23,46,False
2020-03-01,46,False
2020-03-08,23,False
2020-03-15,32,False
2020-03-22,24,False
2020-03-29,40,False
2020-04-05,48,False
2020-04-12,50,False
2020-04-19,71,False
2020-04-26,70,False
2020-05-03,90,False
2020-05-10,70,False
2020-05-17,85,True
