date,trucco occhi,isPartial
2018-01-07,100,False
2018-01-14,28,False
2018-01-21,21,False
2018-01-28,14,False
2018-02-04,27,False
2018-02-11,34,False
2018-02-18,27,False
2018-02-25,54,False
2018-03-04,27,False
2018-03-11,14,False
2018-03-18,14,False
2018-03-25,22,False
2018-04-01,23,False
2018-04-08,36,False
2018-04-15,36,False
2018-04-22,30,False
2018-04-29,30,False
2018-05-06,14,False
2018-05-13,58,False
2018-05-20,14,False
2018-05-27,23,False
2018-06-03,15,False
2018-06-10,48,False
2018-06-17,34,False
2018-06-24,28,False
2018-07-01,29,False
2018-07-08,27,False
2018-07-15,42,False
2018-07-22,26,False
2018-07-29,25,False
2018-08-05,12,False
2018-08-12,15,False
2018-08-19,20,False
2018-08-26,12,False
2018-09-02,0,False
2018-09-09,15,False
2018-09-16,46,False
2018-09-23,15,False
2018-09-30,28,False
2018-10-07,46,False
2018-10-14,29,False
2018-10-21,59,False
2018-10-28,36,False
2018-11-04,43,False
2018-11-11,23,False
2018-11-18,30,False
2018-11-25,15,False
2018-12-02,16,False
2018-12-09,38,False
2018-12-16,56,False
2018-12-23,24,False
2018-12-30,15,False
2019-01-06,0,False
2019-01-13,29,False
2019-01-20,21,False
2019-01-27,14,False
2019-02-03,28,False
2019-02-10,14,False
2019-02-17,15,False
2019-02-24,14,False
2019-03-03,15,False
2019-03-10,43,False
2019-03-17,15,False
2019-03-24,15,False
2019-03-31,44,False
2019-04-07,15,False
2019-04-14,39,False
2019-04-21,15,False
2019-04-28,0,False
2019-05-05,44,False
2019-05-12,22,False
2019-05-19,22,False
2019-05-26,34,False
2019-06-02,22,False
2019-06-09,0,False
2019-06-16,30,False
2019-06-23,37,False
2019-06-30,30,False
2019-07-07,43,False
2019-07-14,28,False
2019-07-21,28,False
2019-07-28,40,False
2019-08-04,12,False
2019-08-11,18,False
2019-08-18,23,False
2019-08-25,41,False
2019-09-01,39,False
2019-09-08,29,False
2019-09-15,15,False
2019-09-22,15,False
2019-09-29,29,False
2019-10-06,15,False
2019-10-13,47,False
2019-10-20,60,False
2019-10-27,38,False
2019-11-03,15,False
2019-11-10,15,False
2019-11-17,15,False
2019-11-24,14,False
2019-12-01,15,False
2019-12-08,15,False
2019-12-15,23,False
2019-12-22,30,False
2019-12-29,0,False
2020-01-05,14,False
2020-01-12,27,False
2020-01-19,14,False
2020-01-26,13,False
2020-02-02,13,False
2020-02-09,21,False
2020-02-16,34,False
2020-02-23,25,False
2020-03-01,13,False
2020-03-08,0,False
2020-03-15,11,False
2020-03-22,10,False
2020-03-29,21,False
2020-04-05,11,False
2020-04-12,0,False
2020-04-19,11,False
2020-04-26,38,True
