date,trucco occhi,isPartial
2018-01-07,22,False
2018-01-14,22,False
2018-01-21,44,False
2018-01-28,21,False
2018-02-04,42,False
2018-02-11,65,False
2018-02-18,20,False
2018-02-25,40,False
2018-03-04,32,False
2018-03-11,32,False
2018-03-18,32,False
2018-03-25,34,False
2018-04-01,23,False
2018-04-08,21,False
2018-04-15,22,False
2018-04-22,23,False
2018-04-29,56,False
2018-05-06,33,False
2018-05-13,43,False
2018-05-20,43,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,0,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,43,False
2018-07-08,43,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,22,False
2018-08-05,65,False
2018-08-12,21,False
2018-08-19,21,False
2018-08-26,0,False
2018-09-02,41,False
2018-09-09,44,False
2018-09-16,21,False
2018-09-23,22,False
2018-09-30,22,False
2018-10-07,0,False
2018-10-14,22,False
2018-10-21,22,False
2018-10-28,44,False
2018-11-04,0,False
2018-11-11,45,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,0,False
2018-12-09,21,False
2018-12-16,0,False
2018-12-23,49,False
2018-12-30,34,False
2019-01-06,20,False
2019-01-13,40,False
2019-01-20,19,False
2019-01-27,48,False
2019-02-03,29,False
2019-02-10,20,False
2019-02-17,20,False
2019-02-24,39,False
2019-03-03,30,False
2019-03-10,40,False
2019-03-17,21,False
2019-03-24,20,False
2019-03-31,20,False
2019-04-07,20,False
2019-04-14,41,False
2019-04-21,42,False
2019-04-28,100,False
2019-05-05,39,False
2019-05-12,19,False
2019-05-19,58,False
2019-05-26,18,False
2019-06-02,20,False
2019-06-09,0,False
2019-06-16,20,False
2019-06-23,20,False
2019-06-30,0,False
2019-07-07,28,False
2019-07-14,30,False
2019-07-21,20,False
2019-07-28,29,False
2019-08-04,0,False
2019-08-11,41,False
2019-08-18,0,False
2019-08-25,36,False
2019-09-01,18,False
2019-09-08,58,False
2019-09-15,19,False
2019-09-22,19,False
2019-09-29,18,False
2019-10-06,29,False
2019-10-13,19,False
2019-10-20,37,False
2019-10-27,18,False
2019-11-03,18,False
2019-11-10,27,False
2019-11-17,37,False
2019-11-24,0,False
2019-12-01,46,False
2019-12-08,19,False
2019-12-15,39,False
2019-12-22,43,False
2019-12-29,31,False
2020-01-05,36,False
2020-01-12,34,False
2020-01-19,17,False
2020-01-26,17,False
2020-02-02,50,False
2020-02-09,18,False
2020-02-16,54,False
2020-02-23,16,False
2020-03-01,0,False
2020-03-08,23,False
2020-03-15,0,False
2020-03-22,28,False
2020-03-29,15,False
2020-04-05,16,False
2020-04-12,15,False
2020-04-19,14,False
2020-04-26,25,True
