date,Cours de dessin,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,66,False
2018-01-28,26,False
2018-02-04,0,False
2018-02-11,26,False
2018-02-18,53,False
2018-02-25,26,False
2018-03-04,0,False
2018-03-11,0,False
2018-03-18,27,False
2018-03-25,0,False
2018-04-01,35,False
2018-04-08,0,False
2018-04-15,28,False
2018-04-22,26,False
2018-04-29,0,False
2018-05-06,28,False
2018-05-13,28,False
2018-05-20,55,False
2018-05-27,53,False
2018-06-03,26,False
2018-06-10,25,False
2018-06-17,54,False
2018-06-24,27,False
2018-07-01,78,False
2018-07-08,27,False
2018-07-15,28,False
2018-07-22,0,False
2018-07-29,26,False
2018-08-05,26,False
2018-08-12,39,False
2018-08-19,27,False
2018-08-26,52,False
2018-09-02,68,False
2018-09-09,54,False
2018-09-16,53,False
2018-09-23,27,False
2018-09-30,27,False
2018-10-07,55,False
2018-10-14,28,False
2018-10-21,0,False
2018-10-28,40,False
2018-11-04,26,False
2018-11-11,0,False
2018-11-18,27,False
2018-11-25,26,False
2018-12-02,39,False
2018-12-09,54,False
2018-12-16,27,False
2018-12-23,0,False
2018-12-30,29,False
2019-01-06,26,False
2019-01-13,26,False
2019-01-20,26,False
2019-01-27,26,False
2019-02-03,26,False
2019-02-10,28,False
2019-02-17,27,False
2019-02-24,40,False
2019-03-03,77,False
2019-03-10,27,False
2019-03-17,27,False
2019-03-24,0,False
2019-03-31,81,False
2019-04-07,0,False
2019-04-14,27,False
2019-04-21,26,False
2019-04-28,25,False
2019-05-05,26,False
2019-05-12,27,False
2019-05-19,0,False
2019-05-26,52,False
2019-06-02,24,False
2019-06-09,100,False
2019-06-16,53,False
2019-06-23,25,False
2019-06-30,27,False
2019-07-07,26,False
2019-07-14,0,False
2019-07-21,26,False
2019-07-28,25,False
2019-08-04,24,False
2019-08-11,23,False
2019-08-18,76,False
2019-08-25,49,False
2019-09-01,41,False
2019-09-08,58,False
2019-09-15,49,False
2019-09-22,24,False
2019-09-29,60,False
2019-10-06,24,False
2019-10-13,32,False
2019-10-20,36,False
2019-10-27,37,False
2019-11-03,23,False
2019-11-10,47,False
2019-11-17,23,False
2019-11-24,0,False
2019-12-01,35,False
2019-12-08,35,False
2019-12-15,23,False
2019-12-22,50,False
2019-12-29,24,False
2020-01-05,67,False
2020-01-12,0,False
2020-01-19,23,False
2020-01-26,22,False
2020-02-02,30,False
2020-02-09,66,False
2020-02-16,22,False
2020-02-23,0,False
2020-03-01,64,False
2020-03-08,21,False
2020-03-15,37,False
2020-03-22,18,False
2020-03-29,45,False
2020-04-05,18,False
2020-04-12,28,False
2020-04-19,28,False
2020-04-26,17,False
2020-05-03,18,False
2020-05-10,19,False
2020-05-17,0,True
