date,cours de dessin,isPartial
2018-01-07,34,False
2018-01-14,34,False
2018-01-21,34,False
2018-01-28,0,False
2018-02-04,56,False
2018-02-11,34,False
2018-02-18,35,False
2018-02-25,35,False
2018-03-04,36,False
2018-03-11,53,False
2018-03-18,70,False
2018-03-25,35,False
2018-04-01,36,False
2018-04-08,52,False
2018-04-15,72,False
2018-04-22,35,False
2018-04-29,0,False
2018-05-06,38,False
2018-05-13,36,False
2018-05-20,36,False
2018-05-27,46,False
2018-06-03,69,False
2018-06-10,33,False
2018-06-17,71,False
2018-06-24,36,False
2018-07-01,34,False
2018-07-08,54,False
2018-07-15,38,False
2018-07-22,37,False
2018-07-29,0,False
2018-08-05,38,False
2018-08-12,0,False
2018-08-19,37,False
2018-08-26,36,False
2018-09-02,73,False
2018-09-09,55,False
2018-09-16,71,False
2018-09-23,60,False
2018-09-30,0,False
2018-10-07,37,False
2018-10-14,55,False
2018-10-21,37,False
2018-10-28,0,False
2018-11-04,68,False
2018-11-11,44,False
2018-11-18,98,False
2018-11-25,43,False
2018-12-02,66,False
2018-12-09,0,False
2018-12-16,34,False
2018-12-23,0,False
2018-12-30,72,False
2019-01-06,33,False
2019-01-13,50,False
2019-01-20,49,False
2019-01-27,43,False
2019-02-03,33,False
2019-02-10,35,False
2019-02-17,36,False
2019-02-24,34,False
2019-03-03,32,False
2019-03-10,68,False
2019-03-17,35,False
2019-03-24,34,False
2019-03-31,70,False
2019-04-07,37,False
2019-04-14,37,False
2019-04-21,35,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,69,False
2019-05-19,58,False
2019-05-26,35,False
2019-06-02,32,False
2019-06-09,34,False
2019-06-16,35,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,34,False
2019-07-14,0,False
2019-07-21,70,False
2019-07-28,55,False
2019-08-04,36,False
2019-08-11,52,False
2019-08-18,35,False
2019-08-25,50,False
2019-09-01,100,False
2019-09-08,67,False
2019-09-15,44,False
2019-09-22,31,False
2019-09-29,32,False
2019-10-06,48,False
2019-10-13,32,False
2019-10-20,79,False
2019-10-27,31,False
2019-11-03,45,False
2019-11-10,31,False
2019-11-17,30,False
2019-11-24,58,False
2019-12-01,30,False
2019-12-08,0,False
2019-12-15,30,False
2019-12-22,34,False
2019-12-29,0,False
2020-01-05,30,False
2020-01-12,58,False
2020-01-19,30,False
2020-01-26,29,False
2020-02-02,29,False
2020-02-09,29,False
2020-02-16,0,False
2020-02-23,58,False
2020-03-01,28,False
2020-03-08,28,False
2020-03-15,25,False
2020-03-22,49,False
2020-03-29,36,False
2020-04-05,24,False
2020-04-12,26,False
2020-04-19,24,False
2020-04-26,34,False
2020-05-03,57,False
2020-05-10,26,False
2020-05-17,43,True
