date,Cours de dessin,isPartial
2018-01-07,37,False
2018-01-14,0,False
2018-01-21,37,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,37,False
2018-02-18,37,False
2018-02-25,0,False
2018-03-04,76,False
2018-03-11,38,False
2018-03-18,38,False
2018-03-25,38,False
2018-04-01,38,False
2018-04-08,36,False
2018-04-15,40,False
2018-04-22,38,False
2018-04-29,0,False
2018-05-06,41,False
2018-05-13,0,False
2018-05-20,38,False
2018-05-27,0,False
2018-06-03,38,False
2018-06-10,36,False
2018-06-17,0,False
2018-06-24,38,False
2018-07-01,0,False
2018-07-08,39,False
2018-07-15,42,False
2018-07-22,41,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,42,False
2018-08-26,52,False
2018-09-02,40,False
2018-09-09,52,False
2018-09-16,39,False
2018-09-23,58,False
2018-09-30,39,False
2018-10-07,39,False
2018-10-14,40,False
2018-10-21,40,False
2018-10-28,0,False
2018-11-04,0,False
2018-11-11,37,False
2018-11-18,0,False
2018-11-25,37,False
2018-12-02,75,False
2018-12-09,38,False
2018-12-16,0,False
2018-12-23,41,False
2018-12-30,40,False
2019-01-06,56,False
2019-01-13,0,False
2019-01-20,36,False
2019-01-27,0,False
2019-02-03,37,False
2019-02-10,40,False
2019-02-17,40,False
2019-02-24,37,False
2019-03-03,36,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,40,False
2019-04-14,41,False
2019-04-21,0,False
2019-04-28,36,False
2019-05-05,71,False
2019-05-12,75,False
2019-05-19,74,False
2019-05-26,0,False
2019-06-02,69,False
2019-06-09,54,False
2019-06-16,38,False
2019-06-23,37,False
2019-06-30,37,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,40,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,100,False
2019-08-25,55,False
2019-09-01,73,False
2019-09-08,37,False
2019-09-15,36,False
2019-09-22,51,False
2019-09-29,0,False
2019-10-06,34,False
2019-10-13,34,False
2019-10-20,34,False
2019-10-27,33,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,33,False
2019-11-24,0,False
2019-12-01,66,False
2019-12-08,33,False
2019-12-15,33,False
2019-12-22,35,False
2019-12-29,34,False
2020-01-05,32,False
2020-01-12,31,False
2020-01-19,33,False
2020-01-26,47,False
2020-02-02,32,False
2020-02-09,64,False
2020-02-16,33,False
2020-02-23,31,False
2020-03-01,0,False
2020-03-08,30,False
2020-03-15,27,False
2020-03-22,25,False
2020-03-29,51,False
2020-04-05,38,False
2020-04-12,0,False
2020-04-19,0,False
2020-04-26,60,False
2020-05-03,0,False
2020-05-10,26,False
2020-05-17,33,True
