date,cours de dessin,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,62,False
2018-01-28,47,False
2018-02-04,48,False
2018-02-11,47,False
2018-02-18,47,False
2018-02-25,0,False
2018-03-04,48,False
2018-03-11,93,False
2018-03-18,0,False
2018-03-25,48,False
2018-04-01,0,False
2018-04-08,0,False
2018-04-15,0,False
2018-04-22,0,False
2018-04-29,49,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,48,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,0,False
2018-06-24,0,False
2018-07-01,0,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,52,False
2018-07-29,0,False
2018-08-05,54,False
2018-08-12,54,False
2018-08-19,51,False
2018-08-26,100,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,48,False
2018-09-23,0,False
2018-09-30,48,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,48,False
2018-11-04,0,False
2018-11-11,47,False
2018-11-18,42,False
2018-11-25,42,False
2018-12-02,41,False
2018-12-09,80,False
2018-12-16,0,False
2018-12-23,43,False
2018-12-30,41,False
2019-01-06,41,False
2019-01-13,41,False
2019-01-20,40,False
2019-01-27,0,False
2019-02-03,41,False
2019-02-10,83,False
2019-02-17,0,False
2019-02-24,0,False
2019-03-03,40,False
2019-03-10,40,False
2019-03-17,0,False
2019-03-24,42,False
2019-03-31,41,False
2019-04-07,0,False
2019-04-14,46,False
2019-04-21,0,False
2019-04-28,40,False
2019-05-05,60,False
2019-05-12,0,False
2019-05-19,40,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,0,False
2019-06-23,41,False
2019-06-30,40,False
2019-07-07,0,False
2019-07-14,43,False
2019-07-21,47,False
2019-07-28,0,False
2019-08-04,40,False
2019-08-11,37,False
2019-08-18,36,False
2019-08-25,35,False
2019-09-01,59,False
2019-09-08,39,False
2019-09-15,0,False
2019-09-22,39,False
2019-09-29,0,False
2019-10-06,37,False
2019-10-13,0,False
2019-10-20,39,False
2019-10-27,75,False
2019-11-03,0,False
2019-11-10,38,False
2019-11-17,56,False
2019-11-24,35,False
2019-12-01,39,False
2019-12-08,0,False
2019-12-15,36,False
2019-12-22,76,False
2019-12-29,35,False
2020-01-05,0,False
2020-01-12,35,False
2020-01-19,37,False
2020-01-26,36,False
2020-02-02,0,False
2020-02-09,36,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,36,False
2020-03-15,0,False
2020-03-22,33,False
2020-03-29,0,False
2020-04-05,34,False
2020-04-12,35,False
2020-04-19,0,False
2020-04-26,32,False
2020-05-03,33,False
2020-05-10,34,False
2020-05-17,42,True
