date,cours de dessin,isPartial
2018-01-07,29,False
2018-01-14,56,False
2018-01-21,48,False
2018-01-28,29,False
2018-02-04,56,False
2018-02-11,28,False
2018-02-18,59,False
2018-02-25,88,False
2018-03-04,0,False
2018-03-11,29,False
2018-03-18,43,False
2018-03-25,29,False
2018-04-01,31,False
2018-04-08,29,False
2018-04-15,64,False
2018-04-22,31,False
2018-04-29,29,False
2018-05-06,30,False
2018-05-13,29,False
2018-05-20,31,False
2018-05-27,29,False
2018-06-03,39,False
2018-06-10,0,False
2018-06-17,91,False
2018-06-24,41,False
2018-07-01,30,False
2018-07-08,0,False
2018-07-15,32,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,32,False
2018-08-12,33,False
2018-08-19,65,False
2018-08-26,52,False
2018-09-02,92,False
2018-09-09,51,False
2018-09-16,30,False
2018-09-23,46,False
2018-09-30,45,False
2018-10-07,30,False
2018-10-14,40,False
2018-10-21,0,False
2018-10-28,46,False
2018-11-04,29,False
2018-11-11,60,False
2018-11-18,29,False
2018-11-25,29,False
2018-12-02,0,False
2018-12-09,30,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,29,False
2019-01-13,43,False
2019-01-20,0,False
2019-01-27,55,False
2019-02-03,28,False
2019-02-10,58,False
2019-02-17,30,False
2019-02-24,51,False
2019-03-03,30,False
2019-03-10,30,False
2019-03-17,30,False
2019-03-24,29,False
2019-03-31,0,False
2019-04-07,58,False
2019-04-14,40,False
2019-04-21,28,False
2019-04-28,31,False
2019-05-05,29,False
2019-05-12,43,False
2019-05-19,55,False
2019-05-26,29,False
2019-06-02,28,False
2019-06-09,0,False
2019-06-16,37,False
2019-06-23,28,False
2019-06-30,29,False
2019-07-07,0,False
2019-07-14,29,False
2019-07-21,57,False
2019-07-28,75,False
2019-08-04,0,False
2019-08-11,26,False
2019-08-18,55,False
2019-08-25,100,False
2019-09-01,28,False
2019-09-08,52,False
2019-09-15,26,False
2019-09-22,26,False
2019-09-29,38,False
2019-10-06,47,False
2019-10-13,23,False
2019-10-20,24,False
2019-10-27,25,False
2019-11-03,25,False
2019-11-10,0,False
2019-11-17,23,False
2019-11-24,22,False
2019-12-01,22,False
2019-12-08,0,False
2019-12-15,22,False
2019-12-22,25,False
2019-12-29,24,False
2020-01-05,22,False
2020-01-12,32,False
2020-01-19,22,False
2020-01-26,22,False
2020-02-02,46,False
2020-02-09,34,False
2020-02-16,23,False
2020-02-23,21,False
2020-03-01,20,False
2020-03-08,32,False
2020-03-15,20,False
2020-03-22,0,False
2020-03-29,39,False
2020-04-05,19,False
2020-04-12,40,False
2020-04-19,28,False
2020-04-26,54,False
2020-05-03,0,False
2020-05-10,57,False
2020-05-17,0,True
