date,Bewegungsmelder,isPartial
2018-01-07,25,False
2018-01-14,59,False
2018-01-21,26,False
2018-01-28,0,False
2018-02-04,37,False
2018-02-11,17,False
2018-02-18,16,False
2018-02-25,24,False
2018-03-04,17,False
2018-03-11,33,False
2018-03-18,66,False
2018-03-25,35,False
2018-04-01,44,False
2018-04-08,35,False
2018-04-15,27,False
2018-04-22,17,False
2018-04-29,44,False
2018-05-06,35,False
2018-05-13,17,False
2018-05-20,35,False
2018-05-27,17,False
2018-06-03,42,False
2018-06-10,16,False
2018-06-17,42,False
2018-06-24,0,False
2018-07-01,17,False
2018-07-08,34,False
2018-07-15,35,False
2018-07-22,26,False
2018-07-29,18,False
2018-08-05,25,False
2018-08-12,35,False
2018-08-19,50,False
2018-08-26,48,False
2018-09-02,24,False
2018-09-09,16,False
2018-09-16,16,False
2018-09-23,32,False
2018-09-30,50,False
2018-10-07,33,False
2018-10-14,42,False
2018-10-21,17,False
2018-10-28,33,False
2018-11-04,47,False
2018-11-11,56,False
2018-11-18,38,False
2018-11-25,16,False
2018-12-02,16,False
2018-12-09,32,False
2018-12-16,33,False
2018-12-23,45,False
2018-12-30,24,False
2019-01-06,0,False
2019-01-13,22,False
2019-01-20,15,False
2019-01-27,23,False
2019-02-03,24,False
2019-02-10,30,False
2019-02-17,22,False
2019-02-24,30,False
2019-03-03,15,False
2019-03-10,22,False
2019-03-17,16,False
2019-03-24,23,False
2019-03-31,23,False
2019-04-07,23,False
2019-04-14,17,False
2019-04-21,24,False
2019-04-28,15,False
2019-05-05,22,False
2019-05-12,22,False
2019-05-19,15,False
2019-05-26,15,False
2019-06-02,0,False
2019-06-09,24,False
2019-06-16,15,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,30,False
2019-07-14,32,False
2019-07-21,24,False
2019-07-28,31,False
2019-08-04,40,False
2019-08-11,15,False
2019-08-18,36,False
2019-08-25,14,False
2019-09-01,28,False
2019-09-08,29,False
2019-09-15,22,False
2019-09-22,36,False
2019-09-29,42,False
2019-10-06,57,False
2019-10-13,28,False
2019-10-20,28,False
2019-10-27,63,False
2019-11-03,41,False
2019-11-10,14,False
2019-11-17,69,False
2019-11-24,41,False
2019-12-01,49,False
2019-12-08,35,False
2019-12-15,43,False
2019-12-22,92,False
2019-12-29,42,False
2020-01-05,19,False
2020-01-12,31,False
2020-01-19,52,False
2020-01-26,19,False
2020-02-02,27,False
2020-02-09,26,False
2020-02-16,39,False
2020-02-23,19,False
2020-03-01,13,False
2020-03-08,24,False
2020-03-15,17,False
2020-03-22,22,False
2020-03-29,16,False
2020-04-05,18,False
2020-04-12,23,False
2020-04-19,23,False
2020-04-26,28,False
2020-05-03,12,False
2020-05-10,46,False
2020-05-17,25,False
2020-05-24,52,False
2020-05-31,29,False
2020-06-07,42,False
2020-06-14,29,False
2020-06-21,100,False
2020-06-28,13,False
2020-07-05,14,False
