date,Heizung Notdienst,isPartial
2018-01-07,30,False
2018-01-14,0,False
2018-01-21,30,False
2018-01-28,0,False
2018-02-04,45,False
2018-02-11,61,False
2018-02-18,30,False
2018-02-25,30,False
2018-03-04,45,False
2018-03-11,0,False
2018-03-18,46,False
2018-03-25,33,False
2018-04-01,33,False
2018-04-08,31,False
2018-04-15,33,False
2018-04-22,0,False
2018-04-29,0,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,32,False
2018-05-27,32,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,32,False
2018-06-24,0,False
2018-07-01,33,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,0,False
2018-08-05,0,False
2018-08-12,0,False
2018-08-19,31,False
2018-08-26,31,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,31,False
2018-09-30,0,False
2018-10-07,0,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,30,False
2018-11-04,59,False
2018-11-11,30,False
2018-11-18,0,False
2018-11-25,53,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,32,False
2018-12-23,100,False
2018-12-30,51,False
2019-01-06,31,False
2019-01-13,60,False
2019-01-20,29,False
2019-01-27,45,False
2019-02-03,30,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,60,False
2019-03-03,30,False
2019-03-10,29,False
2019-03-17,41,False
2019-03-24,30,False
2019-03-31,30,False
2019-04-07,30,False
2019-04-14,0,False
2019-04-21,32,False
2019-04-28,0,False
2019-05-05,29,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,31,False
2019-06-23,31,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,30,False
2019-09-15,31,False
2019-09-22,30,False
2019-09-29,32,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,42,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,28,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,66,False
2019-12-08,42,False
2019-12-15,58,False
2019-12-22,80,False
2019-12-29,53,False
2020-01-05,85,False
2020-01-12,27,False
2020-01-19,27,False
2020-01-26,0,False
2020-02-02,27,False
2020-02-09,39,False
2020-02-16,27,False
2020-02-23,0,False
2020-03-01,26,False
2020-03-08,25,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,25,False
2020-05-10,25,False
