date,Glaser,isPartial
2018-01-07,43,False
2018-01-14,31,False
2018-01-21,48,False
2018-01-28,96,False
2018-02-04,0,False
2018-02-11,54,False
2018-02-18,65,False
2018-02-25,64,False
2018-03-04,97,False
2018-03-11,54,False
2018-03-18,32,False
2018-03-25,35,False
2018-04-01,35,False
2018-04-08,57,False
2018-04-15,36,False
2018-04-22,68,False
2018-04-29,71,False
2018-05-06,48,False
2018-05-13,68,False
2018-05-20,36,False
2018-05-27,83,False
2018-06-03,67,False
2018-06-10,74,False
2018-06-17,43,False
2018-06-24,54,False
2018-07-01,54,False
2018-07-08,33,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,67,False
2018-08-05,34,False
2018-08-12,34,False
2018-08-19,66,False
2018-08-26,33,False
2018-09-02,67,False
2018-09-09,33,False
2018-09-16,33,False
2018-09-23,33,False
2018-09-30,83,False
2018-10-07,100,False
2018-10-14,33,False
2018-10-21,33,False
2018-10-28,50,False
2018-11-04,48,False
2018-11-11,43,False
2018-11-18,30,False
2018-11-25,32,False
2018-12-02,31,False
2018-12-09,63,False
2018-12-16,64,False
2018-12-23,33,False
2018-12-30,32,False
2019-01-06,40,False
2019-01-13,69,False
2019-01-20,73,False
2019-01-27,30,False
2019-02-03,52,False
2019-02-10,30,False
2019-02-17,71,False
2019-02-24,31,False
2019-03-03,39,False
2019-03-10,49,False
2019-03-17,31,False
2019-03-24,61,False
2019-03-31,64,False
2019-04-07,63,False
2019-04-14,67,False
2019-04-21,33,False
2019-04-28,60,False
2019-05-05,60,False
2019-05-12,92,False
2019-05-19,30,False
2019-05-26,0,False
2019-06-02,45,False
2019-06-09,30,False
2019-06-16,0,False
2019-06-23,73,False
2019-06-30,0,False
2019-07-07,31,False
2019-07-14,42,False
2019-07-21,33,False
2019-07-28,59,False
2019-08-04,45,False
2019-08-11,58,False
2019-08-18,30,False
2019-08-25,44,False
2019-09-01,58,False
2019-09-08,29,False
2019-09-15,45,False
2019-09-22,49,False
2019-09-29,43,False
2019-10-06,50,False
2019-10-13,29,False
2019-10-20,29,False
2019-10-27,37,False
2019-11-03,27,False
2019-11-10,27,False
2019-11-17,37,False
2019-11-24,27,False
2019-12-01,27,False
2019-12-08,36,False
2019-12-15,37,False
2019-12-22,0,False
2019-12-29,28,False
2020-01-05,78,False
2020-01-12,34,False
2020-01-19,26,False
2020-01-26,52,False
2020-02-02,54,False
2020-02-09,26,False
2020-02-16,38,False
2020-02-23,25,False
2020-03-01,59,False
2020-03-08,48,False
2020-03-15,23,False
2020-03-22,22,False
2020-03-29,36,False
2020-04-05,33,False
2020-04-12,23,False
2020-04-19,44,False
2020-04-26,22,False
2020-05-03,68,False
2020-05-10,69,False
