date,Glaser,isPartial
2018-01-07,63,False
2018-01-14,23,False
2018-01-21,0,False
2018-01-28,34,False
2018-02-04,0,False
2018-02-11,24,False
2018-02-18,23,False
2018-02-25,58,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,0,False
2018-03-25,23,False
2018-04-01,34,False
2018-04-08,39,False
2018-04-15,75,False
2018-04-22,24,False
2018-04-29,36,False
2018-05-06,100,False
2018-05-13,59,False
2018-05-20,48,False
2018-05-27,57,False
2018-06-03,48,False
2018-06-10,32,False
2018-06-17,0,False
2018-06-24,38,False
2018-07-01,21,False
2018-07-08,38,False
2018-07-15,0,False
2018-07-22,36,False
2018-07-29,26,False
2018-08-05,17,False
2018-08-12,17,False
2018-08-19,20,False
2018-08-26,30,False
2018-09-02,34,False
2018-09-09,22,False
2018-09-16,45,False
2018-09-23,46,False
2018-09-30,44,False
2018-10-07,36,False
2018-10-14,57,False
2018-10-21,0,False
2018-10-28,22,False
2018-11-04,33,False
2018-11-11,45,False
2018-11-18,43,False
2018-11-25,68,False
2018-12-02,67,False
2018-12-09,23,False
2018-12-16,37,False
2018-12-23,22,False
2018-12-30,31,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,42,False
2019-01-27,0,False
2019-02-03,55,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,22,False
2019-03-03,64,False
2019-03-10,63,False
2019-03-17,54,False
2019-03-24,22,False
2019-03-31,23,False
2019-04-07,22,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,21,False
2019-05-05,21,False
2019-05-12,43,False
2019-05-19,21,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,20,False
2019-06-16,31,False
2019-06-23,0,False
2019-06-30,40,False
2019-07-07,40,False
2019-07-14,20,False
2019-07-21,40,False
2019-07-28,29,False
2019-08-04,39,False
2019-08-11,28,False
2019-08-18,20,False
2019-08-25,20,False
2019-09-01,26,False
2019-09-08,33,False
2019-09-15,20,False
2019-09-22,27,False
2019-09-29,39,False
2019-10-06,20,False
2019-10-13,18,False
2019-10-20,44,False
2019-10-27,19,False
2019-11-03,18,False
2019-11-10,19,False
2019-11-17,19,False
2019-11-24,38,False
2019-12-01,40,False
2019-12-08,30,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,18,False
2020-01-05,36,False
2020-01-12,35,False
2020-01-19,18,False
2020-01-26,52,False
2020-02-02,0,False
2020-02-09,28,False
2020-02-16,0,False
2020-02-23,18,False
2020-03-01,18,False
2020-03-08,17,False
2020-03-15,33,False
2020-03-22,41,False
2020-03-29,24,False
2020-04-05,27,False
2020-04-12,17,False
2020-04-19,17,False
2020-04-26,17,False
2020-05-03,34,False
2020-05-10,0,False
