date,Glaser,isPartial
2018-01-07,0,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,21,False
2018-02-04,21,False
2018-02-11,0,False
2018-02-18,35,False
2018-02-25,0,False
2018-03-04,27,False
2018-03-11,21,False
2018-03-18,21,False
2018-03-25,45,False
2018-04-01,0,False
2018-04-08,20,False
2018-04-15,21,False
2018-04-22,20,False
2018-04-29,21,False
2018-05-06,22,False
2018-05-13,21,False
2018-05-20,44,False
2018-05-27,20,False
2018-06-03,0,False
2018-06-10,21,False
2018-06-17,0,False
2018-06-24,21,False
2018-07-01,22,False
2018-07-08,0,False
2018-07-15,0,False
2018-07-22,0,False
2018-07-29,23,False
2018-08-05,0,False
2018-08-12,21,False
2018-08-19,0,False
2018-08-26,0,False
2018-09-02,21,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,43,False
2018-09-30,23,False
2018-10-07,0,False
2018-10-14,20,False
2018-10-21,41,False
2018-10-28,21,False
2018-11-04,20,False
2018-11-11,20,False
2018-11-18,19,False
2018-11-25,0,False
2018-12-02,0,False
2018-12-09,0,False
2018-12-16,21,False
2018-12-23,26,False
2018-12-30,23,False
2019-01-06,20,False
2019-01-13,0,False
2019-01-20,20,False
2019-01-27,20,False
2019-02-03,20,False
2019-02-10,20,False
2019-02-17,21,False
2019-02-24,21,False
2019-03-03,30,False
2019-03-10,30,False
2019-03-17,0,False
2019-03-24,0,False
2019-03-31,21,False
2019-04-07,0,False
2019-04-14,24,False
2019-04-21,22,False
2019-04-28,21,False
2019-05-05,0,False
2019-05-12,21,False
2019-05-19,41,False
2019-05-26,21,False
2019-06-02,20,False
2019-06-09,21,False
2019-06-16,21,False
2019-06-23,21,False
2019-06-30,0,False
2019-07-07,42,False
2019-07-14,0,False
2019-07-21,24,False
2019-07-28,46,False
2019-08-04,22,False
2019-08-11,100,False
2019-08-18,21,False
2019-08-25,21,False
2019-09-01,0,False
2019-09-08,27,False
2019-09-15,0,False
2019-09-22,20,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,38,False
2019-10-27,19,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,19,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,0,False
2020-01-12,18,False
2020-01-19,18,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,28,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,18,False
2020-03-08,18,False
2020-03-15,0,False
2020-03-22,0,False
2020-03-29,17,False
2020-04-05,0,False
2020-04-12,18,False
2020-04-19,0,False
2020-04-26,0,False
2020-05-03,16,False
2020-05-10,16,False
