date,Brunnenbau,isPartial
2018-01-07,33,False
2018-01-14,22,False
2018-01-21,22,False
2018-01-28,0,False
2018-02-04,0,False
2018-02-11,22,False
2018-02-18,22,False
2018-02-25,22,False
2018-03-04,21,False
2018-03-11,0,False
2018-03-18,21,False
2018-03-25,23,False
2018-04-01,24,False
2018-04-08,22,False
2018-04-15,34,False
2018-04-22,45,False
2018-04-29,79,False
2018-05-06,36,False
2018-05-13,22,False
2018-05-20,48,False
2018-05-27,59,False
2018-06-03,52,False
2018-06-10,21,False
2018-06-17,22,False
2018-06-24,30,False
2018-07-01,69,False
2018-07-08,77,False
2018-07-15,25,False
2018-07-22,0,False
2018-07-29,39,False
2018-08-05,100,False
2018-08-12,42,False
2018-08-19,55,False
2018-08-26,46,False
2018-09-02,33,False
2018-09-09,34,False
2018-09-16,30,False
2018-09-23,23,False
2018-09-30,35,False
2018-10-07,19,False
2018-10-14,45,False
2018-10-21,0,False
2018-10-28,90,False
2018-11-04,0,False
2018-11-11,67,False
2018-11-18,22,False
2018-11-25,43,False
2018-12-02,29,False
2018-12-09,22,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,0,False
2019-01-06,84,False
2019-01-13,18,False
2019-01-20,0,False
2019-01-27,17,False
2019-02-03,22,False
2019-02-10,21,False
2019-02-17,0,False
2019-02-24,42,False
2019-03-03,17,False
2019-03-10,21,False
2019-03-17,33,False
2019-03-24,21,False
2019-03-31,29,False
2019-04-07,35,False
2019-04-14,25,False
2019-04-21,57,False
2019-04-28,27,False
2019-05-05,36,False
2019-05-12,51,False
2019-05-19,54,False
2019-05-26,53,False
2019-06-02,38,False
2019-06-09,22,False
2019-06-16,37,False
2019-06-23,23,False
2019-06-30,23,False
2019-07-07,37,False
2019-07-14,0,False
2019-07-21,71,False
2019-07-28,30,False
2019-08-04,22,False
2019-08-11,22,False
2019-08-18,43,False
2019-08-25,20,False
2019-09-01,60,False
2019-09-08,21,False
2019-09-15,42,False
2019-09-22,32,False
2019-09-29,19,False
2019-10-06,43,False
2019-10-13,64,False
2019-10-20,42,False
2019-10-27,0,False
2019-11-03,0,False
2019-11-10,21,False
2019-11-17,0,False
2019-11-24,20,False
2019-12-01,38,False
2019-12-08,20,False
2019-12-15,32,False
2019-12-22,82,False
2019-12-29,0,False
2020-01-05,19,False
2020-01-12,19,False
2020-01-19,20,False
2020-01-26,20,False
2020-02-02,20,False
2020-02-09,18,False
2020-02-16,26,False
2020-02-23,19,False
2020-03-01,31,False
2020-03-08,17,False
2020-03-15,0,False
2020-03-22,19,False
2020-03-29,47,False
2020-04-05,38,False
2020-04-12,48,False
2020-04-19,45,False
2020-04-26,31,False
2020-05-03,29,False
2020-05-10,44,False
