date,Brunnenbau,isPartial
2018-01-07,24,False
2018-01-14,35,False
2018-01-21,18,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,18,False
2018-02-25,18,False
2018-03-04,18,False
2018-03-11,18,False
2018-03-18,0,False
2018-03-25,24,False
2018-04-01,18,False
2018-04-08,46,False
2018-04-15,43,False
2018-04-22,17,False
2018-04-29,30,False
2018-05-06,25,False
2018-05-13,59,False
2018-05-20,31,False
2018-05-27,81,False
2018-06-03,41,False
2018-06-10,40,False
2018-06-17,58,False
2018-06-24,59,False
2018-07-01,56,False
2018-07-08,49,False
2018-07-15,99,False
2018-07-22,87,False
2018-07-29,66,False
2018-08-05,78,False
2018-08-12,50,False
2018-08-19,33,False
2018-08-26,35,False
2018-09-02,35,False
2018-09-09,35,False
2018-09-16,70,False
2018-09-23,30,False
2018-09-30,18,False
2018-10-07,37,False
2018-10-14,26,False
2018-10-21,17,False
2018-10-28,17,False
2018-11-04,34,False
2018-11-11,26,False
2018-11-18,34,False
2018-11-25,52,False
2018-12-02,17,False
2018-12-09,17,False
2018-12-16,24,False
2018-12-23,20,False
2018-12-30,36,False
2019-01-06,16,False
2019-01-13,49,False
2019-01-20,27,False
2019-01-27,17,False
2019-02-03,16,False
2019-02-10,28,False
2019-02-17,28,False
2019-02-24,35,False
2019-03-03,50,False
2019-03-10,38,False
2019-03-17,34,False
2019-03-24,17,False
2019-03-31,60,False
2019-04-07,36,False
2019-04-14,25,False
2019-04-21,97,False
2019-04-28,39,False
2019-05-05,67,False
2019-05-12,34,False
2019-05-19,33,False
2019-05-26,28,False
2019-06-02,55,False
2019-06-09,39,False
2019-06-16,44,False
2019-06-23,51,False
2019-06-30,61,False
2019-07-07,68,False
2019-07-14,36,False
2019-07-21,62,False
2019-07-28,35,False
2019-08-04,46,False
2019-08-11,47,False
2019-08-18,44,False
2019-08-25,43,False
2019-09-01,37,False
2019-09-08,22,False
2019-09-15,16,False
2019-09-22,38,False
2019-09-29,49,False
2019-10-06,33,False
2019-10-13,16,False
2019-10-20,16,False
2019-10-27,31,False
2019-11-03,15,False
2019-11-10,0,False
2019-11-17,31,False
2019-11-24,25,False
2019-12-01,31,False
2019-12-08,23,False
2019-12-15,16,False
2019-12-22,25,False
2019-12-29,16,False
2020-01-05,22,False
2020-01-12,24,False
2020-01-19,44,False
2020-01-26,22,False
2020-02-02,24,False
2020-02-09,19,False
2020-02-16,44,False
2020-02-23,29,False
2020-03-01,15,False
2020-03-08,36,False
2020-03-15,48,False
2020-03-22,14,False
2020-03-29,31,False
2020-04-05,84,False
2020-04-12,66,False
2020-04-19,100,False
2020-04-26,97,False
2020-05-03,77,False
2020-05-10,36,False
