date,Brunnenbau,isPartial
2018-01-07,58,False
2018-01-14,29,False
2018-01-21,29,False
2018-01-28,29,False
2018-02-04,0,False
2018-02-11,0,False
2018-02-18,0,False
2018-02-25,29,False
2018-03-04,29,False
2018-03-11,0,False
2018-03-18,0,False
2018-03-25,0,False
2018-04-01,65,False
2018-04-08,47,False
2018-04-15,33,False
2018-04-22,47,False
2018-04-29,49,False
2018-05-06,31,False
2018-05-13,41,False
2018-05-20,32,False
2018-05-27,47,False
2018-06-03,31,False
2018-06-10,31,False
2018-06-17,0,False
2018-06-24,49,False
2018-07-01,33,False
2018-07-08,81,False
2018-07-15,55,False
2018-07-22,33,False
2018-07-29,97,False
2018-08-05,62,False
2018-08-12,32,False
2018-08-19,31,False
2018-08-26,30,False
2018-09-02,0,False
2018-09-09,30,False
2018-09-16,61,False
2018-09-23,46,False
2018-09-30,32,False
2018-10-07,31,False
2018-10-14,30,False
2018-10-21,45,False
2018-10-28,0,False
2018-11-04,44,False
2018-11-11,0,False
2018-11-18,30,False
2018-11-25,0,False
2018-12-02,31,False
2018-12-09,0,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,33,False
2019-01-06,31,False
2019-01-13,30,False
2019-01-20,29,False
2019-01-27,29,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,30,False
2019-02-24,30,False
2019-03-03,29,False
2019-03-10,29,False
2019-03-17,61,False
2019-03-24,40,False
2019-03-31,30,False
2019-04-07,45,False
2019-04-14,32,False
2019-04-21,63,False
2019-04-28,41,False
2019-05-05,43,False
2019-05-12,30,False
2019-05-19,29,False
2019-05-26,31,False
2019-06-02,59,False
2019-06-09,30,False
2019-06-16,46,False
2019-06-23,31,False
2019-06-30,52,False
2019-07-07,62,False
2019-07-14,64,False
2019-07-21,33,False
2019-07-28,33,False
2019-08-04,41,False
2019-08-11,30,False
2019-08-18,29,False
2019-08-25,44,False
2019-09-01,29,False
2019-09-08,29,False
2019-09-15,46,False
2019-09-22,29,False
2019-09-29,0,False
2019-10-06,30,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,28,False
2019-11-03,28,False
2019-11-10,27,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,28,False
2019-12-08,28,False
2019-12-15,57,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,28,False
2020-01-12,26,False
2020-01-19,0,False
2020-01-26,0,False
2020-02-02,0,False
2020-02-09,26,False
2020-02-16,27,False
2020-02-23,26,False
2020-03-01,52,False
2020-03-08,25,False
2020-03-15,41,False
2020-03-22,25,False
2020-03-29,74,False
2020-04-05,41,False
2020-04-12,52,False
2020-04-19,100,False
2020-04-26,25,False
2020-05-03,74,False
2020-05-10,63,False
