date,Rolltor,isPartial
2018-01-07,25,False
2018-01-14,0,False
2018-01-21,0,False
2018-01-28,25,False
2018-02-04,38,False
2018-02-11,25,False
2018-02-18,51,False
2018-02-25,0,False
2018-03-04,25,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,0,False
2018-04-01,27,False
2018-04-08,53,False
2018-04-15,27,False
2018-04-22,25,False
2018-04-29,51,False
2018-05-06,0,False
2018-05-13,0,False
2018-05-20,0,False
2018-05-27,25,False
2018-06-03,77,False
2018-06-10,24,False
2018-06-17,0,False
2018-06-24,25,False
2018-07-01,25,False
2018-07-08,24,False
2018-07-15,0,False
2018-07-22,50,False
2018-07-29,37,False
2018-08-05,0,False
2018-08-12,24,False
2018-08-19,0,False
2018-08-26,24,False
2018-09-02,37,False
2018-09-09,24,False
2018-09-16,0,False
2018-09-23,25,False
2018-09-30,26,False
2018-10-07,27,False
2018-10-14,26,False
2018-10-21,24,False
2018-10-28,0,False
2018-11-04,24,False
2018-11-11,0,False
2018-11-18,35,False
2018-11-25,24,False
2018-12-02,25,False
2018-12-09,100,False
2018-12-16,38,False
2018-12-23,0,False
2018-12-30,25,False
2019-01-06,0,False
2019-01-13,47,False
2019-01-20,23,False
2019-01-27,47,False
2019-02-03,31,False
2019-02-10,24,False
2019-02-17,24,False
2019-02-24,24,False
2019-03-03,35,False
2019-03-10,0,False
2019-03-17,0,False
2019-03-24,24,False
2019-03-31,50,False
2019-04-07,25,False
2019-04-14,0,False
2019-04-21,24,False
2019-04-28,23,False
2019-05-05,23,False
2019-05-12,0,False
2019-05-19,23,False
2019-05-26,0,False
2019-06-02,58,False
2019-06-09,23,False
2019-06-16,23,False
2019-06-23,23,False
2019-06-30,22,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,32,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,0,False
2019-08-18,22,False
2019-08-25,44,False
2019-09-01,21,False
2019-09-08,22,False
2019-09-15,22,False
2019-09-22,22,False
2019-09-29,44,False
2019-10-06,22,False
2019-10-13,22,False
2019-10-20,0,False
2019-10-27,43,False
2019-11-03,32,False
2019-11-10,22,False
2019-11-17,0,False
2019-11-24,21,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,22,False
2019-12-22,0,False
2019-12-29,21,False
2020-01-05,41,False
2020-01-12,20,False
2020-01-19,21,False
2020-01-26,21,False
2020-02-02,31,False
2020-02-09,20,False
2020-02-16,0,False
2020-02-23,20,False
2020-03-01,40,False
2020-03-08,19,False
2020-03-15,18,False
2020-03-22,36,False
2020-03-29,53,False
2020-04-05,20,False
2020-04-12,19,False
2020-04-19,18,False
2020-04-26,43,False
2020-05-03,55,False
2020-05-10,18,False
