date,Fontanero,isPartial
2018-01-07,42,False
2018-01-14,40,False
2018-01-21,45,False
2018-01-28,38,False
2018-02-04,46,False
2018-02-11,46,False
2018-02-18,41,False
2018-02-25,37,False
2018-03-04,40,False
2018-03-11,40,False
2018-03-18,40,False
2018-03-25,34,False
2018-04-01,40,False
2018-04-08,41,False
2018-04-15,36,False
2018-04-22,33,False
2018-04-29,33,False
2018-05-06,39,False
2018-05-13,41,False
2018-05-20,38,False
2018-05-27,31,False
2018-06-03,38,False
2018-06-10,38,False
2018-06-17,40,False
2018-06-24,35,False
2018-07-01,39,False
2018-07-08,41,False
2018-07-15,40,False
2018-07-22,35,False
2018-07-29,42,False
2018-08-05,39,False
2018-08-12,42,False
2018-08-19,49,False
2018-08-26,37,False
2018-09-02,49,False
2018-09-09,38,False
2018-09-16,33,False
2018-09-23,41,False
2018-09-30,40,False
2018-10-07,40,False
2018-10-14,42,False
2018-10-21,40,False
2018-10-28,46,False
2018-11-04,42,False
2018-11-11,42,False
2018-11-18,42,False
2018-11-25,44,False
2018-12-02,35,False
2018-12-09,42,False
2018-12-16,40,False
2018-12-23,38,False
2018-12-30,40,False
2019-01-06,44,False
2019-01-13,36,False
2019-01-20,30,False
2019-01-27,43,False
2019-02-03,34,False
2019-02-10,41,False
2019-02-17,33,False
2019-02-24,42,False
2019-03-03,39,False
2019-03-10,36,False
2019-03-17,38,False
2019-03-24,37,False
2019-03-31,41,False
2019-04-07,38,False
2019-04-14,40,False
2019-04-21,38,False
2019-04-28,34,False
2019-05-05,35,False
2019-05-12,38,False
2019-05-19,37,False
2019-05-26,37,False
2019-06-02,39,False
2019-06-09,40,False
2019-06-16,40,False
2019-06-23,50,False
2019-06-30,39,False
2019-07-07,44,False
2019-07-14,46,False
2019-07-21,39,False
2019-07-28,41,False
2019-08-04,39,False
2019-08-11,44,False
2019-08-18,47,False
2019-08-25,53,False
2019-09-01,41,False
2019-09-08,42,False
2019-09-15,43,False
2019-09-22,50,False
2019-09-29,40,False
2019-10-06,35,False
2019-10-13,42,False
2019-10-20,46,False
2019-10-27,43,False
2019-11-03,48,False
2019-11-10,47,False
2019-11-17,53,False
2019-11-24,61,False
2019-12-01,58,False
2019-12-08,84,False
2019-12-15,100,False
2019-12-22,85,False
2019-12-29,74,False
2020-01-05,46,False
2020-01-12,40,False
2020-01-19,43,False
2020-01-26,38,False
2020-02-02,43,False
2020-02-09,43,False
2020-02-16,44,False
2020-02-23,36,False
2020-03-01,43,False
2020-03-08,38,False
2020-03-15,32,False
2020-03-22,27,False
2020-03-29,34,False
2020-04-05,32,False
2020-04-12,35,False
2020-04-19,33,False
2020-04-26,33,False
2020-05-03,33,False
2020-05-10,35,False
2020-05-17,34,True
