date,Fontanero,isPartial
2018-01-07,35,False
2018-01-14,14,False
2018-01-21,27,False
2018-01-28,44,False
2018-02-04,26,False
2018-02-11,41,False
2018-02-18,13,False
2018-02-25,30,False
2018-03-04,29,False
2018-03-11,26,False
2018-03-18,26,False
2018-03-25,28,False
2018-04-01,32,False
2018-04-08,13,False
2018-04-15,31,False
2018-04-22,40,False
2018-04-29,35,False
2018-05-06,31,False
2018-05-13,37,False
2018-05-20,22,False
2018-05-27,27,False
2018-06-03,26,False
2018-06-10,26,False
2018-06-17,38,False
2018-06-24,29,False
2018-07-01,33,False
2018-07-08,51,False
2018-07-15,29,False
2018-07-22,24,False
2018-07-29,28,False
2018-08-05,27,False
2018-08-12,45,False
2018-08-19,41,False
2018-08-26,67,False
2018-09-02,47,False
2018-09-09,28,False
2018-09-16,20,False
2018-09-23,26,False
2018-09-30,27,False
2018-10-07,20,False
2018-10-14,22,False
2018-10-21,20,False
2018-10-28,33,False
2018-11-04,37,False
2018-11-11,35,False
2018-11-18,29,False
2018-11-25,13,False
2018-12-02,41,False
2018-12-09,40,False
2018-12-16,27,False
2018-12-23,29,False
2018-12-30,35,False
2019-01-06,20,False
2019-01-13,31,False
2019-01-20,30,False
2019-01-27,37,False
2019-02-03,33,False
2019-02-10,39,False
2019-02-17,18,False
2019-02-24,33,False
2019-03-03,27,False
2019-03-10,20,False
2019-03-17,18,False
2019-03-24,31,False
2019-03-31,42,False
2019-04-07,31,False
2019-04-14,21,False
2019-04-21,21,False
2019-04-28,44,False
2019-05-05,13,False
2019-05-12,39,False
2019-05-19,30,False
2019-05-26,19,False
2019-06-02,21,False
2019-06-09,26,False
2019-06-16,36,False
2019-06-23,31,False
2019-06-30,27,False
2019-07-07,36,False
2019-07-14,32,False
2019-07-21,28,False
2019-07-28,42,False
2019-08-04,23,False
2019-08-11,49,False
2019-08-18,30,False
2019-08-25,25,False
2019-09-01,44,False
2019-09-08,16,False
2019-09-15,36,False
2019-09-22,29,False
2019-09-29,25,False
2019-10-06,37,False
2019-10-13,20,False
2019-10-20,12,False
2019-10-27,31,False
2019-11-03,57,False
2019-11-10,53,False
2019-11-17,27,False
2019-11-24,25,False
2019-12-01,27,False
2019-12-08,54,False
2019-12-15,57,False
2019-12-22,56,False
2019-12-29,100,False
2020-01-05,27,False
2020-01-12,49,False
2020-01-19,37,False
2020-01-26,14,False
2020-02-02,36,False
2020-02-09,44,False
2020-02-16,18,False
2020-02-23,25,False
2020-03-01,26,False
2020-03-08,40,False
2020-03-15,23,False
2020-03-22,17,False
2020-03-29,26,False
2020-04-05,30,False
2020-04-12,28,False
2020-04-19,28,False
2020-04-26,13,False
2020-05-03,23,False
2020-05-10,17,False
2020-05-17,26,True
