date,Fontanero,isPartial
2018-01-07,25,False
2018-01-14,38,False
2018-01-21,28,False
2018-01-28,55,False
2018-02-04,18,False
2018-02-11,77,False
2018-02-18,19,False
2018-02-25,36,False
2018-03-04,0,False
2018-03-11,37,False
2018-03-18,20,False
2018-03-25,21,False
2018-04-01,20,False
2018-04-08,28,False
2018-04-15,19,False
2018-04-22,18,False
2018-04-29,38,False
2018-05-06,24,False
2018-05-13,28,False
2018-05-20,32,False
2018-05-27,24,False
2018-06-03,27,False
2018-06-10,45,False
2018-06-17,20,False
2018-06-24,49,False
2018-07-01,19,False
2018-07-08,32,False
2018-07-15,30,False
2018-07-22,41,False
2018-07-29,27,False
2018-08-05,48,False
2018-08-12,31,False
2018-08-19,49,False
2018-08-26,27,False
2018-09-02,37,False
2018-09-09,42,False
2018-09-16,25,False
2018-09-23,36,False
2018-09-30,19,False
2018-10-07,32,False
2018-10-14,47,False
2018-10-21,18,False
2018-10-28,32,False
2018-11-04,55,False
2018-11-11,48,False
2018-11-18,35,False
2018-11-25,29,False
2018-12-02,100,False
2018-12-09,19,False
2018-12-16,20,False
2018-12-23,22,False
2018-12-30,28,False
2019-01-06,25,False
2019-01-13,42,False
2019-01-20,17,False
2019-01-27,27,False
2019-02-03,46,False
2019-02-10,36,False
2019-02-17,25,False
2019-02-24,18,False
2019-03-03,25,False
2019-03-10,38,False
2019-03-17,28,False
2019-03-24,31,False
2019-03-31,17,False
2019-04-07,38,False
2019-04-14,36,False
2019-04-21,37,False
2019-04-28,18,False
2019-05-05,19,False
2019-05-12,37,False
2019-05-19,29,False
2019-05-26,35,False
2019-06-02,26,False
2019-06-09,45,False
2019-06-16,27,False
2019-06-23,37,False
2019-06-30,19,False
2019-07-07,19,False
2019-07-14,39,False
2019-07-21,0,False
2019-07-28,66,False
2019-08-04,31,False
2019-08-11,20,False
2019-08-18,33,False
2019-08-25,27,False
2019-09-01,23,False
2019-09-08,32,False
2019-09-15,47,False
2019-09-22,35,False
2019-09-29,51,False
2019-10-06,22,False
2019-10-13,33,False
2019-10-20,64,False
2019-10-27,42,False
2019-11-03,32,False
2019-11-10,54,False
2019-11-17,64,False
2019-11-24,32,False
2019-12-01,37,False
2019-12-08,45,False
2019-12-15,55,False
2019-12-22,27,False
2019-12-29,41,False
2020-01-05,27,False
2020-01-12,24,False
2020-01-19,28,False
2020-01-26,51,False
2020-02-02,20,False
2020-02-09,25,False
2020-02-16,20,False
2020-02-23,51,False
2020-03-01,29,False
2020-03-08,23,False
2020-03-15,26,False
2020-03-22,12,False
2020-03-29,29,False
2020-04-05,0,False
2020-04-12,12,False
2020-04-19,31,False
2020-04-26,37,False
2020-05-03,24,False
2020-05-10,31,False
2020-05-17,30,True
