date,Fontanero,isPartial
2018-01-07,17,False
2018-01-14,59,False
2018-01-21,33,False
2018-01-28,23,False
2018-02-04,25,False
2018-02-11,25,False
2018-02-18,25,False
2018-02-25,34,False
2018-03-04,25,False
2018-03-11,25,False
2018-03-18,25,False
2018-03-25,18,False
2018-04-01,52,False
2018-04-08,33,False
2018-04-15,43,False
2018-04-22,35,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,17,False
2018-05-20,17,False
2018-05-27,16,False
2018-06-03,25,False
2018-06-10,32,False
2018-06-17,36,False
2018-06-24,36,False
2018-07-01,19,False
2018-07-08,0,False
2018-07-15,25,False
2018-07-22,19,False
2018-07-29,29,False
2018-08-05,38,False
2018-08-12,30,False
2018-08-19,31,False
2018-08-26,27,False
2018-09-02,35,False
2018-09-09,23,False
2018-09-16,34,False
2018-09-23,23,False
2018-09-30,35,False
2018-10-07,18,False
2018-10-14,22,False
2018-10-21,26,False
2018-10-28,17,False
2018-11-04,24,False
2018-11-11,25,False
2018-11-18,16,False
2018-11-25,51,False
2018-12-02,26,False
2018-12-09,28,False
2018-12-16,100,False
2018-12-23,38,False
2018-12-30,30,False
2019-01-06,25,False
2019-01-13,32,False
2019-01-20,23,False
2019-01-27,0,False
2019-02-03,50,False
2019-02-10,16,False
2019-02-17,25,False
2019-02-24,17,False
2019-03-03,17,False
2019-03-10,42,False
2019-03-17,26,False
2019-03-24,26,False
2019-03-31,17,False
2019-04-07,17,False
2019-04-14,37,False
2019-04-21,50,False
2019-04-28,22,False
2019-05-05,25,False
2019-05-12,34,False
2019-05-19,58,False
2019-05-26,49,False
2019-06-02,16,False
2019-06-09,32,False
2019-06-16,43,False
2019-06-23,27,False
2019-06-30,37,False
2019-07-07,45,False
2019-07-14,37,False
2019-07-21,19,False
2019-07-28,19,False
2019-08-04,44,False
2019-08-11,25,False
2019-08-18,17,False
2019-08-25,25,False
2019-09-01,27,False
2019-09-08,40,False
2019-09-15,32,False
2019-09-22,16,False
2019-09-29,32,False
2019-10-06,33,False
2019-10-13,23,False
2019-10-20,20,False
2019-10-27,15,False
2019-11-03,34,False
2019-11-10,19,False
2019-11-17,40,False
2019-11-24,44,False
2019-12-01,52,False
2019-12-08,41,False
2019-12-15,81,False
2019-12-22,49,False
2019-12-29,48,False
2020-01-05,30,False
2020-01-12,28,False
2020-01-19,18,False
2020-01-26,33,False
2020-02-02,53,False
2020-02-09,29,False
2020-02-16,43,False
2020-02-23,13,False
2020-03-01,40,False
2020-03-08,22,False
2020-03-15,17,False
2020-03-22,16,False
2020-03-29,31,False
2020-04-05,13,False
2020-04-12,24,False
2020-04-19,12,False
2020-04-26,24,False
2020-05-03,12,False
2020-05-10,12,False
2020-05-17,26,True
