date,taglio corto,isPartial
2018-01-07,27,False
2018-01-14,55,False
2018-01-21,86,False
2018-01-28,28,False
2018-02-04,28,False
2018-02-11,29,False
2018-02-18,54,False
2018-02-25,78,False
2018-03-04,0,False
2018-03-11,82,False
2018-03-18,82,False
2018-03-25,0,False
2018-04-01,59,False
2018-04-08,73,False
2018-04-15,45,False
2018-04-22,94,False
2018-04-29,0,False
2018-05-06,84,False
2018-05-13,0,False
2018-05-20,44,False
2018-05-27,43,False
2018-06-03,0,False
2018-06-10,26,False
2018-06-17,57,False
2018-06-24,29,False
2018-07-01,58,False
2018-07-08,58,False
2018-07-15,58,False
2018-07-22,43,False
2018-07-29,85,False
2018-08-05,27,False
2018-08-12,25,False
2018-08-19,27,False
2018-08-26,27,False
2018-09-02,57,False
2018-09-09,45,False
2018-09-16,29,False
2018-09-23,29,False
2018-09-30,28,False
2018-10-07,61,False
2018-10-14,47,False
2018-10-21,46,False
2018-10-28,0,False
2018-11-04,89,False
2018-11-11,61,False
2018-11-18,30,False
2018-11-25,30,False
2018-12-02,63,False
2018-12-09,63,False
2018-12-16,33,False
2018-12-23,35,False
2018-12-30,30,False
2019-01-06,29,False
2019-01-13,45,False
2019-01-20,28,False
2019-01-27,0,False
2019-02-03,29,False
2019-02-10,29,False
2019-02-17,29,False
2019-02-24,59,False
2019-03-03,31,False
2019-03-10,62,False
2019-03-17,63,False
2019-03-24,47,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,66,False
2019-04-21,0,False
2019-04-28,30,False
2019-05-05,61,False
2019-05-12,59,False
2019-05-19,30,False
2019-05-26,56,False
2019-06-02,63,False
2019-06-09,32,False
2019-06-16,31,False
2019-06-23,46,False
2019-06-30,62,False
2019-07-07,85,False
2019-07-14,29,False
2019-07-21,90,False
2019-07-28,0,False
2019-08-04,71,False
2019-08-11,27,False
2019-08-18,37,False
2019-08-25,24,False
2019-09-01,53,False
2019-09-08,0,False
2019-09-15,54,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,27,False
2019-10-13,56,False
2019-10-20,53,False
2019-10-27,0,False
2019-11-03,100,False
2019-11-10,0,False
2019-11-17,79,False
2019-11-24,26,False
2019-12-01,52,False
2019-12-08,27,False
2019-12-15,83,False
2019-12-22,29,False
2019-12-29,0,False
2020-01-05,26,False
2020-01-12,48,False
2020-01-19,0,False
2020-01-26,97,False
2020-02-02,24,False
2020-02-09,25,False
2020-02-16,25,False
2020-02-23,47,False
2020-03-01,23,False
2020-03-08,21,False
2020-03-15,22,False
2020-03-22,20,False
2020-03-29,0,False
2020-04-05,0,False
2020-04-12,23,False
2020-04-19,0,False
2020-04-26,0,True
