date,taglio corto,isPartial
2018-01-07,23,False
2018-01-14,24,False
2018-01-21,47,False
2018-01-28,23,False
2018-02-04,34,False
2018-02-11,23,False
2018-02-18,46,False
2018-02-25,0,False
2018-03-04,34,False
2018-03-11,45,False
2018-03-18,47,False
2018-03-25,35,False
2018-04-01,47,False
2018-04-08,67,False
2018-04-15,83,False
2018-04-22,35,False
2018-04-29,88,False
2018-05-06,45,False
2018-05-13,45,False
2018-05-20,57,False
2018-05-27,22,False
2018-06-03,22,False
2018-06-10,21,False
2018-06-17,45,False
2018-06-24,45,False
2018-07-01,22,False
2018-07-08,53,False
2018-07-15,53,False
2018-07-22,53,False
2018-07-29,54,False
2018-08-05,21,False
2018-08-12,30,False
2018-08-19,21,False
2018-08-26,22,False
2018-09-02,22,False
2018-09-09,45,False
2018-09-16,56,False
2018-09-23,23,False
2018-09-30,46,False
2018-10-07,46,False
2018-10-14,0,False
2018-10-21,0,False
2018-10-28,22,False
2018-11-04,44,False
2018-11-11,48,False
2018-11-18,23,False
2018-11-25,47,False
2018-12-02,24,False
2018-12-09,24,False
2018-12-16,0,False
2018-12-23,0,False
2018-12-30,100,False
2019-01-06,24,False
2019-01-13,34,False
2019-01-20,22,False
2019-01-27,31,False
2019-02-03,21,False
2019-02-10,0,False
2019-02-17,45,False
2019-02-24,45,False
2019-03-03,65,False
2019-03-10,43,False
2019-03-17,33,False
2019-03-24,44,False
2019-03-31,44,False
2019-04-07,22,False
2019-04-14,22,False
2019-04-21,59,False
2019-04-28,21,False
2019-05-05,82,False
2019-05-12,32,False
2019-05-19,52,False
2019-05-26,40,False
2019-06-02,22,False
2019-06-09,20,False
2019-06-16,63,False
2019-06-23,42,False
2019-06-30,52,False
2019-07-07,59,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,41,False
2019-08-04,20,False
2019-08-11,49,False
2019-08-18,19,False
2019-08-25,19,False
2019-09-01,39,False
2019-09-08,41,False
2019-09-15,40,False
2019-09-22,59,False
2019-09-29,20,False
2019-10-06,40,False
2019-10-13,20,False
2019-10-20,19,False
2019-10-27,19,False
2019-11-03,38,False
2019-11-10,50,False
2019-11-17,19,False
2019-11-24,29,False
2019-12-01,0,False
2019-12-08,62,False
2019-12-15,62,False
2019-12-22,24,False
2019-12-29,22,False
2020-01-05,41,False
2020-01-12,38,False
2020-01-19,51,False
2020-01-26,20,False
2020-02-02,0,False
2020-02-09,90,False
2020-02-16,49,False
2020-02-23,36,False
2020-03-01,18,False
2020-03-08,0,False
2020-03-15,18,False
2020-03-22,24,False
2020-03-29,17,False
2020-04-05,35,False
2020-04-12,53,False
2020-04-19,50,False
2020-04-26,29,True
