date,taglio corto,isPartial
2018-01-07,35,False
2018-01-14,15,False
2018-01-21,46,False
2018-01-28,35,False
2018-02-04,40,False
2018-02-11,31,False
2018-02-18,37,False
2018-02-25,41,False
2018-03-04,37,False
2018-03-11,26,False
2018-03-18,33,False
2018-03-25,38,False
2018-04-01,52,False
2018-04-08,16,False
2018-04-15,40,False
2018-04-22,64,False
2018-04-29,22,False
2018-05-06,44,False
2018-05-13,33,False
2018-05-20,38,False
2018-05-27,55,False
2018-06-03,55,False
2018-06-10,32,False
2018-06-17,43,False
2018-06-24,22,False
2018-07-01,37,False
2018-07-08,43,False
2018-07-15,38,False
2018-07-22,22,False
2018-07-29,27,False
2018-08-05,45,False
2018-08-12,24,False
2018-08-19,33,False
2018-08-26,42,False
2018-09-02,47,False
2018-09-09,32,False
2018-09-16,74,False
2018-09-23,38,False
2018-09-30,22,False
2018-10-07,39,False
2018-10-14,17,False
2018-10-21,33,False
2018-10-28,52,False
2018-11-04,42,False
2018-11-11,100,False
2018-11-18,27,False
2018-11-25,27,False
2018-12-02,46,False
2018-12-09,46,False
2018-12-16,12,False
2018-12-23,20,False
2018-12-30,41,False
2019-01-06,21,False
2019-01-13,74,False
2019-01-20,30,False
2019-01-27,35,False
2019-02-03,55,False
2019-02-10,35,False
2019-02-17,26,False
2019-02-24,41,False
2019-03-03,62,False
2019-03-10,73,False
2019-03-17,53,False
2019-03-24,32,False
2019-03-31,41,False
2019-04-07,41,False
2019-04-14,37,False
2019-04-21,38,False
2019-04-28,56,False
2019-05-05,39,False
2019-05-12,44,False
2019-05-19,29,False
2019-05-26,57,False
2019-06-02,41,False
2019-06-09,78,False
2019-06-16,51,False
2019-06-23,58,False
2019-06-30,62,False
2019-07-07,74,False
2019-07-14,39,False
2019-07-21,32,False
2019-07-28,59,False
2019-08-04,51,False
2019-08-11,30,False
2019-08-18,55,False
2019-08-25,50,False
2019-09-01,43,False
2019-09-08,67,False
2019-09-15,46,False
2019-09-22,35,False
2019-09-29,35,False
2019-10-06,40,False
2019-10-13,40,False
2019-10-20,39,False
2019-10-27,53,False
2019-11-03,52,False
2019-11-10,56,False
2019-11-17,33,False
2019-11-24,28,False
2019-12-01,40,False
2019-12-08,60,False
2019-12-15,59,False
2019-12-22,28,False
2019-12-29,21,False
2020-01-05,52,False
2020-01-12,36,False
2020-01-19,74,False
2020-01-26,41,False
2020-02-02,50,False
2020-02-09,23,False
2020-02-16,69,False
2020-02-23,35,False
2020-03-01,21,False
2020-03-08,33,False
2020-03-15,25,False
2020-03-22,23,False
2020-03-29,28,False
2020-04-05,21,False
2020-04-12,42,False
2020-04-19,20,False
2020-04-26,34,True
