date,taglio corto,isPartial
2018-01-07,67,False
2018-01-14,45,False
2018-01-21,22,False
2018-01-28,100,False
2018-02-04,33,False
2018-02-11,55,False
2018-02-18,44,False
2018-02-25,43,False
2018-03-04,32,False
2018-03-11,43,False
2018-03-18,0,False
2018-03-25,34,False
2018-04-01,0,False
2018-04-08,85,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,21,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,53,False
2018-05-27,21,False
2018-06-03,62,False
2018-06-10,19,False
2018-06-17,20,False
2018-06-24,19,False
2018-07-01,26,False
2018-07-08,0,False
2018-07-15,61,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,24,False
2018-08-12,17,False
2018-08-19,33,False
2018-08-26,90,False
2018-09-02,17,False
2018-09-09,34,False
2018-09-16,17,False
2018-09-23,19,False
2018-09-30,59,False
2018-10-07,52,False
2018-10-14,43,False
2018-10-21,45,False
2018-10-28,33,False
2018-11-04,0,False
2018-11-11,67,False
2018-11-18,32,False
2018-11-25,65,False
2018-12-02,67,False
2018-12-09,22,False
2018-12-16,36,False
2018-12-23,39,False
2018-12-30,37,False
2019-01-06,0,False
2019-01-13,22,False
2019-01-20,63,False
2019-01-27,21,False
2019-02-03,33,False
2019-02-10,23,False
2019-02-17,45,False
2019-02-24,0,False
2019-03-03,35,False
2019-03-10,44,False
2019-03-17,56,False
2019-03-24,34,False
2019-03-31,34,False
2019-04-07,32,False
2019-04-14,67,False
2019-04-21,46,False
2019-04-28,22,False
2019-05-05,21,False
2019-05-12,42,False
2019-05-19,21,False
2019-05-26,60,False
2019-06-02,63,False
2019-06-09,20,False
2019-06-16,40,False
2019-06-23,79,False
2019-06-30,40,False
2019-07-07,19,False
2019-07-14,19,False
2019-07-21,28,False
2019-07-28,54,False
2019-08-04,35,False
2019-08-11,33,False
2019-08-18,16,False
2019-08-25,56,False
2019-09-01,41,False
2019-09-08,18,False
2019-09-15,36,False
2019-09-22,37,False
2019-09-29,19,False
2019-10-06,20,False
2019-10-13,50,False
2019-10-20,47,False
2019-10-27,40,False
2019-11-03,47,False
2019-11-10,38,False
2019-11-17,19,False
2019-11-24,36,False
2019-12-01,28,False
2019-12-08,20,False
2019-12-15,29,False
2019-12-22,66,False
2019-12-29,31,False
2020-01-05,37,False
2020-01-12,35,False
2020-01-19,35,False
2020-01-26,35,False
2020-02-02,17,False
2020-02-09,45,False
2020-02-16,36,False
2020-02-23,17,False
2020-03-01,33,False
2020-03-08,16,False
2020-03-15,0,False
2020-03-22,15,False
2020-03-29,15,False
2020-04-05,32,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,27,True
