date,discoteca,isPartial
2018-01-07,15,False
2018-01-14,15,False
2018-01-21,34,False
2018-01-28,33,False
2018-02-04,45,False
2018-02-11,31,False
2018-02-18,51,False
2018-02-25,29,False
2018-03-04,37,False
2018-03-11,40,False
2018-03-18,22,False
2018-03-25,38,False
2018-04-01,32,False
2018-04-08,34,False
2018-04-15,27,False
2018-04-22,16,False
2018-04-29,34,False
2018-05-06,7,False
2018-05-13,22,False
2018-05-20,33,False
2018-05-27,27,False
2018-06-03,15,False
2018-06-10,29,False
2018-06-17,45,False
2018-06-24,37,False
2018-07-01,36,False
2018-07-08,29,False
2018-07-15,41,False
2018-07-22,23,False
2018-07-29,15,False
2018-08-05,0,False
2018-08-12,33,False
2018-08-19,23,False
2018-08-26,33,False
2018-09-02,26,False
2018-09-09,26,False
2018-09-16,22,False
2018-09-23,15,False
2018-09-30,41,False
2018-10-07,53,False
2018-10-14,23,False
2018-10-21,49,False
2018-10-28,40,False
2018-11-04,33,False
2018-11-11,19,False
2018-11-18,33,False
2018-11-25,19,False
2018-12-02,100,False
2018-12-09,68,False
2018-12-16,25,False
2018-12-23,53,False
2018-12-30,56,False
2019-01-06,33,False
2019-01-13,16,False
2019-01-20,51,False
2019-01-27,32,False
2019-02-03,32,False
2019-02-10,23,False
2019-02-17,57,False
2019-02-24,26,False
2019-03-03,37,False
2019-03-10,26,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,33,False
2019-04-07,23,False
2019-04-14,46,False
2019-04-21,38,False
2019-04-28,19,False
2019-05-05,16,False
2019-05-12,13,False
2019-05-19,16,False
2019-05-26,15,False
2019-06-02,23,False
2019-06-09,34,False
2019-06-16,27,False
2019-06-23,27,False
2019-06-30,23,False
2019-07-07,22,False
2019-07-14,48,False
2019-07-21,21,False
2019-07-28,28,False
2019-08-04,37,False
2019-08-11,55,False
2019-08-18,32,False
2019-08-25,14,False
2019-09-01,31,False
2019-09-08,16,False
2019-09-15,28,False
2019-09-22,33,False
2019-09-29,24,False
2019-10-06,41,False
2019-10-13,34,False
2019-10-20,52,False
2019-10-27,73,False
2019-11-03,49,False
2019-11-10,39,False
2019-11-17,23,False
2019-11-24,33,False
2019-12-01,33,False
2019-12-08,31,False
2019-12-15,44,False
2019-12-22,75,False
2019-12-29,55,False
2020-01-05,23,False
2020-01-12,41,False
2020-01-19,27,False
2020-01-26,23,False
2020-02-02,39,False
2020-02-09,44,False
2020-02-16,29,False
2020-02-23,25,False
2020-03-01,27,False
2020-03-08,13,False
2020-03-15,16,False
2020-03-22,10,False
2020-03-29,31,False
2020-04-05,0,False
2020-04-12,26,False
2020-04-19,15,False
2020-04-26,13,True
