date,discoteca,isPartial
2018-01-07,19,False
2018-01-14,31,False
2018-01-21,27,False
2018-01-28,30,False
2018-02-04,23,False
2018-02-11,29,False
2018-02-18,26,False
2018-02-25,22,False
2018-03-04,31,False
2018-03-11,36,False
2018-03-18,26,False
2018-03-25,35,False
2018-04-01,31,False
2018-04-08,34,False
2018-04-15,25,False
2018-04-22,36,False
2018-04-29,32,False
2018-05-06,30,False
2018-05-13,31,False
2018-05-20,33,False
2018-05-27,33,False
2018-06-03,26,False
2018-06-10,29,False
2018-06-17,24,False
2018-06-24,29,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,38,False
2018-07-22,33,False
2018-07-29,36,False
2018-08-05,43,False
2018-08-12,41,False
2018-08-19,43,False
2018-08-26,27,False
2018-09-02,33,False
2018-09-09,15,False
2018-09-16,27,False
2018-09-23,32,False
2018-09-30,37,False
2018-10-07,26,False
2018-10-14,41,False
2018-10-21,32,False
2018-10-28,43,False
2018-11-04,22,False
2018-11-11,29,False
2018-11-18,31,False
2018-11-25,29,False
2018-12-02,100,False
2018-12-09,73,False
2018-12-16,38,False
2018-12-23,54,False
2018-12-30,39,False
2019-01-06,25,False
2019-01-13,32,False
2019-01-20,30,False
2019-01-27,31,False
2019-02-03,36,False
2019-02-10,25,False
2019-02-17,28,False
2019-02-24,21,False
2019-03-03,49,False
2019-03-10,24,False
2019-03-17,39,False
2019-03-24,33,False
2019-03-31,28,False
2019-04-07,25,False
2019-04-14,32,False
2019-04-21,35,False
2019-04-28,34,False
2019-05-05,37,False
2019-05-12,25,False
2019-05-19,29,False
2019-05-26,28,False
2019-06-02,23,False
2019-06-09,21,False
2019-06-16,26,False
2019-06-23,34,False
2019-06-30,34,False
2019-07-07,28,False
2019-07-14,37,False
2019-07-21,45,False
2019-07-28,46,False
2019-08-04,37,False
2019-08-11,59,False
2019-08-18,39,False
2019-08-25,29,False
2019-09-01,24,False
2019-09-08,33,False
2019-09-15,15,False
2019-09-22,24,False
2019-09-29,31,False
2019-10-06,19,False
2019-10-13,29,False
2019-10-20,74,False
2019-10-27,36,False
2019-11-03,21,False
2019-11-10,24,False
2019-11-17,27,False
2019-11-24,30,False
2019-12-01,32,False
2019-12-08,34,False
2019-12-15,37,False
2019-12-22,43,False
2019-12-29,52,False
2020-01-05,33,False
2020-01-12,28,False
2020-01-19,37,False
2020-01-26,22,False
2020-02-02,20,False
2020-02-09,34,False
2020-02-16,30,False
2020-02-23,32,False
2020-03-01,28,False
2020-03-08,12,False
2020-03-15,13,False
2020-03-22,12,False
2020-03-29,16,False
2020-04-05,16,False
2020-04-12,15,False
2020-04-19,20,False
2020-04-26,11,True
