date,discoteca,isPartial
2018-01-07,23,False
2018-01-14,23,False
2018-01-21,22,False
2018-01-28,22,False
2018-02-04,43,False
2018-02-11,22,False
2018-02-18,20,False
2018-02-25,0,False
2018-03-04,21,False
2018-03-11,22,False
2018-03-18,0,False
2018-03-25,47,False
2018-04-01,48,False
2018-04-08,46,False
2018-04-15,0,False
2018-04-22,23,False
2018-04-29,0,False
2018-05-06,23,False
2018-05-13,22,False
2018-05-20,33,False
2018-05-27,0,False
2018-06-03,24,False
2018-06-10,22,False
2018-06-17,33,False
2018-06-24,23,False
2018-07-01,0,False
2018-07-08,45,False
2018-07-15,22,False
2018-07-22,42,False
2018-07-29,0,False
2018-08-05,41,False
2018-08-12,0,False
2018-08-19,37,False
2018-08-26,20,False
2018-09-02,0,False
2018-09-09,0,False
2018-09-16,0,False
2018-09-23,0,False
2018-09-30,46,False
2018-10-07,23,False
2018-10-14,0,False
2018-10-21,23,False
2018-10-28,44,False
2018-11-04,0,False
2018-11-11,23,False
2018-11-18,0,False
2018-11-25,22,False
2018-12-02,47,False
2018-12-09,100,False
2018-12-16,36,False
2018-12-23,25,False
2018-12-30,0,False
2019-01-06,21,False
2019-01-13,0,False
2019-01-20,21,False
2019-01-27,21,False
2019-02-03,21,False
2019-02-10,20,False
2019-02-17,20,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,44,False
2019-03-17,0,False
2019-03-24,44,False
2019-03-31,23,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,22,False
2019-05-05,22,False
2019-05-12,0,False
2019-05-19,44,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,0,False
2019-06-16,24,False
2019-06-23,0,False
2019-06-30,24,False
2019-07-07,0,False
2019-07-14,23,False
2019-07-21,46,False
2019-07-28,22,False
2019-08-04,0,False
2019-08-11,20,False
2019-08-18,38,False
2019-08-25,19,False
2019-09-01,0,False
2019-09-08,33,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,43,False
2019-10-13,0,False
2019-10-20,21,False
2019-10-27,21,False
2019-11-03,19,False
2019-11-10,60,False
2019-11-17,0,False
2019-11-24,30,False
2019-12-01,0,False
2019-12-08,21,False
2019-12-15,21,False
2019-12-22,21,False
2019-12-29,20,False
2020-01-05,0,False
2020-01-12,19,False
2020-01-19,19,False
2020-01-26,19,False
2020-02-02,0,False
2020-02-09,0,False
2020-02-16,0,False
2020-02-23,0,False
2020-03-01,17,False
2020-03-08,16,False
2020-03-15,31,False
2020-03-22,14,False
2020-03-29,0,False
2020-04-05,24,False
2020-04-12,16,False
2020-04-19,15,False
2020-04-26,27,True
