date,discoteca,isPartial
2018-01-07,0,False
2018-01-14,28,False
2018-01-21,19,False
2018-01-28,18,False
2018-02-04,17,False
2018-02-11,18,False
2018-02-18,0,False
2018-02-25,16,False
2018-03-04,52,False
2018-03-11,0,False
2018-03-18,26,False
2018-03-25,18,False
2018-04-01,19,False
2018-04-08,19,False
2018-04-15,18,False
2018-04-22,19,False
2018-04-29,46,False
2018-05-06,36,False
2018-05-13,18,False
2018-05-20,27,False
2018-05-27,19,False
2018-06-03,19,False
2018-06-10,35,False
2018-06-17,0,False
2018-06-24,18,False
2018-07-01,18,False
2018-07-08,36,False
2018-07-15,36,False
2018-07-22,34,False
2018-07-29,17,False
2018-08-05,65,False
2018-08-12,47,False
2018-08-19,16,False
2018-08-26,17,False
2018-09-02,18,False
2018-09-09,0,False
2018-09-16,18,False
2018-09-23,18,False
2018-09-30,27,False
2018-10-07,19,False
2018-10-14,36,False
2018-10-21,55,False
2018-10-28,18,False
2018-11-04,18,False
2018-11-11,37,False
2018-11-18,18,False
2018-11-25,0,False
2018-12-02,92,False
2018-12-09,80,False
2018-12-16,55,False
2018-12-23,19,False
2018-12-30,17,False
2019-01-06,16,False
2019-01-13,17,False
2019-01-20,32,False
2019-01-27,17,False
2019-02-03,0,False
2019-02-10,17,False
2019-02-17,26,False
2019-02-24,17,False
2019-03-03,0,False
2019-03-10,27,False
2019-03-17,36,False
2019-03-24,26,False
2019-03-31,18,False
2019-04-07,35,False
2019-04-14,18,False
2019-04-21,18,False
2019-04-28,17,False
2019-05-05,0,False
2019-05-12,17,False
2019-05-19,26,False
2019-05-26,16,False
2019-06-02,27,False
2019-06-09,19,False
2019-06-16,37,False
2019-06-23,18,False
2019-06-30,19,False
2019-07-07,73,False
2019-07-14,18,False
2019-07-21,27,False
2019-07-28,44,False
2019-08-04,0,False
2019-08-11,39,False
2019-08-18,0,False
2019-08-25,15,False
2019-09-01,31,False
2019-09-08,0,False
2019-09-15,33,False
2019-09-22,0,False
2019-09-29,17,False
2019-10-06,0,False
2019-10-13,17,False
2019-10-20,25,False
2019-10-27,16,False
2019-11-03,16,False
2019-11-10,16,False
2019-11-17,17,False
2019-11-24,31,False
2019-12-01,0,False
2019-12-08,17,False
2019-12-15,100,False
2019-12-22,41,False
2019-12-29,23,False
2020-01-05,16,False
2020-01-12,30,False
2020-01-19,47,False
2020-01-26,45,False
2020-02-02,0,False
2020-02-09,15,False
2020-02-16,23,False
2020-02-23,0,False
2020-03-01,14,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,34,False
2020-03-29,12,False
2020-04-05,13,False
2020-04-12,13,False
2020-04-19,24,False
2020-04-26,22,True
