date,discoteca,isPartial
2018-01-07,29,False
2018-01-14,38,False
2018-01-21,33,False
2018-01-28,23,False
2018-02-04,23,False
2018-02-11,42,False
2018-02-18,0,False
2018-02-25,26,False
2018-03-04,13,False
2018-03-11,23,False
2018-03-18,18,False
2018-03-25,24,False
2018-04-01,24,False
2018-04-08,18,False
2018-04-15,19,False
2018-04-22,34,False
2018-04-29,27,False
2018-05-06,36,False
2018-05-13,41,False
2018-05-20,28,False
2018-05-27,10,False
2018-06-03,24,False
2018-06-10,36,False
2018-06-17,38,False
2018-06-24,29,False
2018-07-01,19,False
2018-07-08,38,False
2018-07-15,39,False
2018-07-22,29,False
2018-07-29,19,False
2018-08-05,39,False
2018-08-12,34,False
2018-08-19,14,False
2018-08-26,28,False
2018-09-02,56,False
2018-09-09,14,False
2018-09-16,46,False
2018-09-23,32,False
2018-09-30,41,False
2018-10-07,33,False
2018-10-14,47,False
2018-10-21,28,False
2018-10-28,63,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,41,False
2018-11-25,19,False
2018-12-02,100,False
2018-12-09,75,False
2018-12-16,19,False
2018-12-23,49,False
2018-12-30,44,False
2019-01-06,28,False
2019-01-13,9,False
2019-01-20,34,False
2019-01-27,34,False
2019-02-03,26,False
2019-02-10,18,False
2019-02-17,23,False
2019-02-24,55,False
2019-03-03,24,False
2019-03-10,9,False
2019-03-17,33,False
2019-03-24,33,False
2019-03-31,37,False
2019-04-07,32,False
2019-04-14,28,False
2019-04-21,32,False
2019-04-28,26,False
2019-05-05,27,False
2019-05-12,9,False
2019-05-19,26,False
2019-05-26,29,False
2019-06-02,41,False
2019-06-09,28,False
2019-06-16,57,False
2019-06-23,24,False
2019-06-30,10,False
2019-07-07,28,False
2019-07-14,14,False
2019-07-21,44,False
2019-07-28,49,False
2019-08-04,20,False
2019-08-11,60,False
2019-08-18,35,False
2019-08-25,17,False
2019-09-01,34,False
2019-09-08,17,False
2019-09-15,38,False
2019-09-22,42,False
2019-09-29,46,False
2019-10-06,43,False
2019-10-13,17,False
2019-10-20,54,False
2019-10-27,64,False
2019-11-03,24,False
2019-11-10,25,False
2019-11-17,29,False
2019-11-24,16,False
2019-12-01,30,False
2019-12-08,17,False
2019-12-15,26,False
2019-12-22,58,False
2019-12-29,57,False
2020-01-05,21,False
2020-01-12,27,False
2020-01-19,48,False
2020-01-26,35,False
2020-02-02,23,False
2020-02-09,24,False
2020-02-16,24,False
2020-02-23,41,False
2020-03-01,11,False
2020-03-08,7,False
2020-03-15,14,False
2020-03-22,9,False
2020-03-29,23,False
2020-04-05,7,False
2020-04-12,17,False
2020-04-19,13,False
2020-04-26,11,True
