date,Schloss öffnen,isPartial
2018-01-07,36,False
2018-01-14,27,False
2018-01-21,0,False
2018-01-28,41,False
2018-02-04,28,False
2018-02-11,28,False
2018-02-18,55,False
2018-02-25,28,False
2018-03-04,28,False
2018-03-11,27,False
2018-03-18,28,False
2018-03-25,30,False
2018-04-01,0,False
2018-04-08,29,False
2018-04-15,43,False
2018-04-22,28,False
2018-04-29,29,False
2018-05-06,29,False
2018-05-13,28,False
2018-05-20,31,False
2018-05-27,0,False
2018-06-03,0,False
2018-06-10,0,False
2018-06-17,56,False
2018-06-24,0,False
2018-07-01,28,False
2018-07-08,28,False
2018-07-15,57,False
2018-07-22,28,False
2018-07-29,30,False
2018-08-05,30,False
2018-08-12,62,False
2018-08-19,31,False
2018-08-26,0,False
2018-09-02,44,False
2018-09-09,29,False
2018-09-16,0,False
2018-09-23,29,False
2018-09-30,0,False
2018-10-07,28,False
2018-10-14,28,False
2018-10-21,40,False
2018-10-28,28,False
2018-11-04,27,False
2018-11-11,27,False
2018-11-18,26,False
2018-11-25,0,False
2018-12-02,27,False
2018-12-09,40,False
2018-12-16,28,False
2018-12-23,48,False
2018-12-30,29,False
2019-01-06,38,False
2019-01-13,63,False
2019-01-20,25,False
2019-01-27,50,False
2019-02-03,38,False
2019-02-10,43,False
2019-02-17,0,False
2019-02-24,44,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,35,False
2019-03-24,26,False
2019-03-31,52,False
2019-04-07,52,False
2019-04-14,0,False
2019-04-21,28,False
2019-04-28,0,False
2019-05-05,25,False
2019-05-12,26,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,27,False
2019-06-09,28,False
2019-06-16,55,False
2019-06-23,26,False
2019-06-30,26,False
2019-07-07,25,False
2019-07-14,0,False
2019-07-21,0,False
2019-07-28,28,False
2019-08-04,58,False
2019-08-11,28,False
2019-08-18,58,False
2019-08-25,58,False
2019-09-01,27,False
2019-09-08,27,False
2019-09-15,27,False
2019-09-22,0,False
2019-09-29,26,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,0,False
2019-10-27,100,False
2019-11-03,36,False
2019-11-10,49,False
2019-11-17,36,False
2019-11-24,24,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,25,False
2019-12-22,29,False
2019-12-29,27,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,46,False
2020-01-26,23,False
2020-02-02,23,False
2020-02-09,23,False
2020-02-16,24,False
2020-02-23,35,False
2020-03-01,22,False
2020-03-08,64,False
2020-03-15,21,False
2020-03-22,30,False
2020-03-29,21,False
2020-04-05,34,False
2020-04-12,22,False
2020-04-19,21,False
2020-04-26,27,False
2020-05-03,31,False
2020-05-10,21,False
