date,Pflastersteine,isPartial
2018-01-07,22,False
2018-01-14,0,False
2018-01-21,22,False
2018-01-28,33,False
2018-02-04,23,False
2018-02-11,24,False
2018-02-18,23,False
2018-02-25,23,False
2018-03-04,23,False
2018-03-11,23,False
2018-03-18,23,False
2018-03-25,33,False
2018-04-01,61,False
2018-04-08,40,False
2018-04-15,83,False
2018-04-22,39,False
2018-04-29,32,False
2018-05-06,61,False
2018-05-13,39,False
2018-05-20,39,False
2018-05-27,59,False
2018-06-03,47,False
2018-06-10,22,False
2018-06-17,39,False
2018-06-24,48,False
2018-07-01,48,False
2018-07-08,36,False
2018-07-15,0,False
2018-07-22,25,False
2018-07-29,23,False
2018-08-05,31,False
2018-08-12,47,False
2018-08-19,23,False
2018-08-26,47,False
2018-09-02,24,False
2018-09-09,24,False
2018-09-16,24,False
2018-09-23,24,False
2018-09-30,25,False
2018-10-07,33,False
2018-10-14,24,False
2018-10-21,58,False
2018-10-28,0,False
2018-11-04,22,False
2018-11-11,23,False
2018-11-18,44,False
2018-11-25,0,False
2018-12-02,22,False
2018-12-09,0,False
2018-12-16,23,False
2018-12-23,25,False
2018-12-30,23,False
2019-01-06,43,False
2019-01-13,21,False
2019-01-20,0,False
2019-01-27,21,False
2019-02-03,0,False
2019-02-10,22,False
2019-02-17,22,False
2019-02-24,47,False
2019-03-03,22,False
2019-03-10,22,False
2019-03-17,23,False
2019-03-24,38,False
2019-03-31,37,False
2019-04-07,33,False
2019-04-14,54,False
2019-04-21,45,False
2019-04-28,100,False
2019-05-05,52,False
2019-05-12,30,False
2019-05-19,37,False
2019-05-26,52,False
2019-06-02,0,False
2019-06-09,44,False
2019-06-16,45,False
2019-06-23,91,False
2019-06-30,57,False
2019-07-07,45,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,63,False
2019-08-04,68,False
2019-08-11,36,False
2019-08-18,22,False
2019-08-25,36,False
2019-09-01,32,False
2019-09-08,22,False
2019-09-15,37,False
2019-09-22,31,False
2019-09-29,21,False
2019-10-06,43,False
2019-10-13,42,False
2019-10-20,41,False
2019-10-27,20,False
2019-11-03,33,False
2019-11-10,20,False
2019-11-17,0,False
2019-11-24,20,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,20,False
2019-12-22,0,False
2019-12-29,31,False
2020-01-05,0,False
2020-01-12,31,False
2020-01-19,38,False
2020-01-26,31,False
2020-02-02,38,False
2020-02-09,18,False
2020-02-16,20,False
2020-02-23,28,False
2020-03-01,24,False
2020-03-08,35,False
2020-03-15,23,False
2020-03-22,38,False
2020-03-29,38,False
2020-04-05,65,False
2020-04-12,17,False
2020-04-19,57,False
2020-04-26,48,False
2020-05-03,75,False
2020-05-10,68,False
