date,Pflastersteine,isPartial
2018-01-07,83,False
2018-01-14,0,False
2018-01-21,27,False
2018-01-28,27,False
2018-02-04,27,False
2018-02-11,27,False
2018-02-18,26,False
2018-02-25,26,False
2018-03-04,27,False
2018-03-11,0,False
2018-03-18,40,False
2018-03-25,42,False
2018-04-01,71,False
2018-04-08,45,False
2018-04-15,75,False
2018-04-22,80,False
2018-04-29,43,False
2018-05-06,31,False
2018-05-13,28,False
2018-05-20,60,False
2018-05-27,81,False
2018-06-03,41,False
2018-06-10,52,False
2018-06-17,26,False
2018-06-24,46,False
2018-07-01,73,False
2018-07-08,98,False
2018-07-15,76,False
2018-07-22,61,False
2018-07-29,30,False
2018-08-05,57,False
2018-08-12,82,False
2018-08-19,56,False
2018-08-26,57,False
2018-09-02,28,False
2018-09-09,46,False
2018-09-16,28,False
2018-09-23,28,False
2018-09-30,46,False
2018-10-07,0,False
2018-10-14,41,False
2018-10-21,0,False
2018-10-28,54,False
2018-11-04,26,False
2018-11-11,36,False
2018-11-18,0,False
2018-11-25,0,False
2018-12-02,26,False
2018-12-09,53,False
2018-12-16,29,False
2018-12-23,0,False
2018-12-30,31,False
2019-01-06,34,False
2019-01-13,25,False
2019-01-20,25,False
2019-01-27,25,False
2019-02-03,26,False
2019-02-10,52,False
2019-02-17,26,False
2019-02-24,53,False
2019-03-03,40,False
2019-03-10,27,False
2019-03-17,40,False
2019-03-24,40,False
2019-03-31,27,False
2019-04-07,80,False
2019-04-14,39,False
2019-04-21,43,False
2019-04-28,36,False
2019-05-05,39,False
2019-05-12,28,False
2019-05-19,40,False
2019-05-26,28,False
2019-06-02,84,False
2019-06-09,29,False
2019-06-16,39,False
2019-06-23,59,False
2019-06-30,29,False
2019-07-07,31,False
2019-07-14,32,False
2019-07-21,35,False
2019-07-28,32,False
2019-08-04,40,False
2019-08-11,28,False
2019-08-18,58,False
2019-08-25,29,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,58,False
2019-09-22,80,False
2019-09-29,0,False
2019-10-06,28,False
2019-10-13,80,False
2019-10-20,0,False
2019-10-27,0,False
2019-11-03,26,False
2019-11-10,54,False
2019-11-17,24,False
2019-11-24,26,False
2019-12-01,0,False
2019-12-08,0,False
2019-12-15,28,False
2019-12-22,39,False
2019-12-29,66,False
2020-01-05,0,False
2020-01-12,51,False
2020-01-19,37,False
2020-01-26,33,False
2020-02-02,25,False
2020-02-09,36,False
2020-02-16,52,False
2020-02-23,22,False
2020-03-01,35,False
2020-03-08,44,False
2020-03-15,64,False
2020-03-22,61,False
2020-03-29,59,False
2020-04-05,43,False
2020-04-12,76,False
2020-04-19,47,False
2020-04-26,100,False
2020-05-03,72,False
2020-05-10,61,False
