date,Pflastersteine,isPartial
2018-01-07,19,False
2018-01-14,19,False
2018-01-21,12,False
2018-01-28,26,False
2018-02-04,10,False
2018-02-11,15,False
2018-02-18,33,False
2018-02-25,19,False
2018-03-04,22,False
2018-03-11,24,False
2018-03-18,23,False
2018-03-25,28,False
2018-04-01,35,False
2018-04-08,60,False
2018-04-15,51,False
2018-04-22,51,False
2018-04-29,34,False
2018-05-06,45,False
2018-05-13,31,False
2018-05-20,29,False
2018-05-27,27,False
2018-06-03,38,False
2018-06-10,15,False
2018-06-17,24,False
2018-06-24,49,False
2018-07-01,33,False
2018-07-08,30,False
2018-07-15,36,False
2018-07-22,25,False
2018-07-29,31,False
2018-08-05,27,False
2018-08-12,37,False
2018-08-19,28,False
2018-08-26,24,False
2018-09-02,15,False
2018-09-09,27,False
2018-09-16,31,False
2018-09-23,28,False
2018-09-30,28,False
2018-10-07,31,False
2018-10-14,17,False
2018-10-21,16,False
2018-10-28,16,False
2018-11-04,12,False
2018-11-11,11,False
2018-11-18,14,False
2018-11-25,12,False
2018-12-02,13,False
2018-12-09,13,False
2018-12-16,15,False
2018-12-23,17,False
2018-12-30,15,False
2019-01-06,28,False
2019-01-13,12,False
2019-01-20,12,False
2019-01-27,16,False
2019-02-03,22,False
2019-02-10,22,False
2019-02-17,30,False
2019-02-24,40,False
2019-03-03,30,False
2019-03-10,34,False
2019-03-17,25,False
2019-03-24,39,False
2019-03-31,33,False
2019-04-07,32,False
2019-04-14,28,False
2019-04-21,43,False
2019-04-28,55,False
2019-05-05,26,False
2019-05-12,35,False
2019-05-19,32,False
2019-05-26,26,False
2019-06-02,31,False
2019-06-09,44,False
2019-06-16,28,False
2019-06-23,33,False
2019-06-30,22,False
2019-07-07,40,False
2019-07-14,38,False
2019-07-21,38,False
2019-07-28,30,False
2019-08-04,30,False
2019-08-11,37,False
2019-08-18,31,False
2019-08-25,39,False
2019-09-01,20,False
2019-09-08,18,False
2019-09-15,27,False
2019-09-22,31,False
2019-09-29,22,False
2019-10-06,21,False
2019-10-13,16,False
2019-10-20,29,False
2019-10-27,11,False
2019-11-03,21,False
2019-11-10,10,False
2019-11-17,10,False
2019-11-24,12,False
2019-12-01,10,False
2019-12-08,15,False
2019-12-15,15,False
2019-12-22,15,False
2019-12-29,10,False
2020-01-05,8,False
2020-01-12,19,False
2020-01-19,16,False
2020-01-26,17,False
2020-02-02,19,False
2020-02-09,25,False
2020-02-16,24,False
2020-02-23,19,False
2020-03-01,24,False
2020-03-08,26,False
2020-03-15,24,False
2020-03-22,33,False
2020-03-29,54,False
2020-04-05,100,False
2020-04-12,73,False
2020-04-19,71,False
2020-04-26,59,False
2020-05-03,62,False
2020-05-10,65,False
