date,Pflastersteine,isPartial
2018-01-07,19,False
2018-01-14,16,False
2018-01-21,47,False
2018-01-28,34,False
2018-02-04,12,False
2018-02-11,24,False
2018-02-18,30,False
2018-02-25,11,False
2018-03-04,27,False
2018-03-11,30,False
2018-03-18,23,False
2018-03-25,37,False
2018-04-01,54,False
2018-04-08,77,False
2018-04-15,64,False
2018-04-22,61,False
2018-04-29,28,False
2018-05-06,28,False
2018-05-13,22,False
2018-05-20,39,False
2018-05-27,38,False
2018-06-03,29,False
2018-06-10,62,False
2018-06-17,41,False
2018-06-24,31,False
2018-07-01,24,False
2018-07-08,48,False
2018-07-15,29,False
2018-07-22,28,False
2018-07-29,32,False
2018-08-05,41,False
2018-08-12,30,False
2018-08-19,17,False
2018-08-26,30,False
2018-09-02,31,False
2018-09-09,28,False
2018-09-16,35,False
2018-09-23,27,False
2018-09-30,39,False
2018-10-07,24,False
2018-10-14,19,False
2018-10-21,22,False
2018-10-28,33,False
2018-11-04,18,False
2018-11-11,19,False
2018-11-18,22,False
2018-11-25,17,False
2018-12-02,15,False
2018-12-09,11,False
2018-12-16,11,False
2018-12-23,13,False
2018-12-30,19,False
2019-01-06,11,False
2019-01-13,10,False
2019-01-20,21,False
2019-01-27,11,False
2019-02-03,21,False
2019-02-10,18,False
2019-02-17,34,False
2019-02-24,26,False
2019-03-03,43,False
2019-03-10,35,False
2019-03-17,37,False
2019-03-24,44,False
2019-03-31,79,False
2019-04-07,62,False
2019-04-14,59,False
2019-04-21,47,False
2019-04-28,39,False
2019-05-05,18,False
2019-05-12,32,False
2019-05-19,68,False
2019-05-26,37,False
2019-06-02,43,False
2019-06-09,40,False
2019-06-16,36,False
2019-06-23,26,False
2019-06-30,43,False
2019-07-07,37,False
2019-07-14,23,False
2019-07-21,24,False
2019-07-28,42,False
2019-08-04,19,False
2019-08-11,30,False
2019-08-18,30,False
2019-08-25,25,False
2019-09-01,24,False
2019-09-08,29,False
2019-09-15,18,False
2019-09-22,39,False
2019-09-29,31,False
2019-10-06,21,False
2019-10-13,18,False
2019-10-20,16,False
2019-10-27,20,False
2019-11-03,30,False
2019-11-10,27,False
2019-11-17,13,False
2019-11-24,13,False
2019-12-01,10,False
2019-12-08,10,False
2019-12-15,15,False
2019-12-22,23,False
2019-12-29,14,False
2020-01-05,24,False
2020-01-12,23,False
2020-01-19,19,False
2020-01-26,14,False
2020-02-02,25,False
2020-02-09,20,False
2020-02-16,20,False
2020-02-23,19,False
2020-03-01,28,False
2020-03-08,18,False
2020-03-15,23,False
2020-03-22,42,False
2020-03-29,42,False
2020-04-05,88,False
2020-04-12,66,False
2020-04-19,100,False
2020-04-26,52,False
2020-05-03,70,False
2020-05-10,56,False
