date,fiori,isPartial
2018-01-07,23,False
2018-01-14,24,False
2018-01-21,35,False
2018-01-28,46,False
2018-02-04,11,False
2018-02-11,30,False
2018-02-18,21,False
2018-02-25,37,False
2018-03-04,26,False
2018-03-11,32,False
2018-03-18,48,False
2018-03-25,29,False
2018-04-01,23,False
2018-04-08,12,False
2018-04-15,55,False
2018-04-22,49,False
2018-04-29,33,False
2018-05-06,56,False
2018-05-13,63,False
2018-05-20,39,False
2018-05-27,48,False
2018-06-03,56,False
2018-06-10,52,False
2018-06-17,39,False
2018-06-24,39,False
2018-07-01,100,False
2018-07-08,34,False
2018-07-15,63,False
2018-07-22,11,False
2018-07-29,37,False
2018-08-05,26,False
2018-08-12,20,False
2018-08-19,53,False
2018-08-26,16,False
2018-09-02,19,False
2018-09-09,36,False
2018-09-16,52,False
2018-09-23,51,False
2018-09-30,14,False
2018-10-07,14,False
2018-10-14,29,False
2018-10-21,0,False
2018-10-28,32,False
2018-11-04,26,False
2018-11-11,27,False
2018-11-18,13,False
2018-11-25,26,False
2018-12-02,60,False
2018-12-09,13,False
2018-12-16,0,False
2018-12-23,10,False
2018-12-30,8,False
2019-01-06,22,False
2019-01-13,57,False
2019-01-20,16,False
2019-01-27,62,False
2019-02-03,27,False
2019-02-10,10,False
2019-02-17,10,False
2019-02-24,21,False
2019-03-03,52,False
2019-03-10,26,False
2019-03-17,34,False
2019-03-24,41,False
2019-03-31,12,False
2019-04-07,36,False
2019-04-14,42,False
2019-04-21,40,False
2019-04-28,38,False
2019-05-05,46,False
2019-05-12,26,False
2019-05-19,38,False
2019-05-26,24,False
2019-06-02,38,False
2019-06-09,62,False
2019-06-16,44,False
2019-06-23,24,False
2019-06-30,33,False
2019-07-07,62,False
2019-07-14,36,False
2019-07-21,19,False
2019-07-28,43,False
2019-08-04,21,False
2019-08-11,18,False
2019-08-18,19,False
2019-08-25,23,False
2019-09-01,21,False
2019-09-08,11,False
2019-09-15,23,False
2019-09-22,23,False
2019-09-29,18,False
2019-10-06,13,False
2019-10-13,18,False
2019-10-20,23,False
2019-10-27,22,False
2019-11-03,23,False
2019-11-10,23,False
2019-11-17,28,False
2019-11-24,27,False
2019-12-01,17,False
2019-12-08,42,False
2019-12-15,21,False
2019-12-22,9,False
2019-12-29,17,False
2020-01-05,0,False
2020-01-12,37,False
2020-01-19,19,False
2020-01-26,18,False
2020-02-02,18,False
2020-02-09,22,False
2020-02-16,39,False
2020-02-23,22,False
2020-03-01,32,False
2020-03-08,22,False
2020-03-15,52,False
2020-03-22,18,False
2020-03-29,37,False
2020-04-05,29,False
2020-04-12,81,False
2020-04-19,48,False
2020-04-26,65,True
